Ano;Região;UF;Estado;Organização Acadêmica;Instituicao;Instituição (Nome);Resultado Primário (Cidadã);Despesa empenhada;Despesa liquidada;Despesa paga;Despesa liq&RP;Despesa empenhada a liquidar;Crédito Disponível
2023;Norte;RR;Roraima;"Institutos Federais, Cefet's e Colégio Pedro II";IFRR;Instituto Federal de Roraima;Financeiro;17434044,84;17434044,84;16169736,32;17434044,84;0,00;625,16
2023;Norte;RR;Roraima;"Institutos Federais, Cefet's e Colégio Pedro II";IFRR;Instituto Federal de Roraima;Obrigatório;125467922,12;125257127,30;111349041,85;125425816,61;138,71;903864,07
2023;Norte;RR;Roraima;Universidades Federais;UFRR - EAGRO;Escola Agrotécnica da UFRR;Discricionário;6353976,73;3636722,25;3470687,73;3636722,25;301224,00;0,55
2023;Norte;RR;Roraima;Universidades Federais;UFRR - EAGRO;Escola Agrotécnica da UFRR;Emenda de Comissão;121879,98;;;;0,00;5,02
2023;Norte;TO;Tocantins;"Institutos Federais, Cefet's e Colégio Pedro II";IFTO;Instituto Federal do Tocantins;Discricionário;56936569,01;42758977,55;42183397,62;52052015,03;-585216,94;1047358,82
2023;Norte;TO;Tocantins;"Institutos Federais, Cefet's e Colégio Pedro II";IFTO;Instituto Federal do Tocantins;Emenda de Bancada;;;;588321,37;;
2023;Norte;TO;Tocantins;"Institutos Federais, Cefet's e Colégio Pedro II";IFTO;Instituto Federal do Tocantins;Emenda Individual;;;;937121,71;;
2023;Norte;TO;Tocantins;"Institutos Federais, Cefet's e Colégio Pedro II";IFTO;Instituto Federal do Tocantins;Financeiro;37550723,18;37492842,96;34810720,52;37492842,96;0,00;393,82
2023;Norte;TO;Tocantins;"Institutos Federais, Cefet's e Colégio Pedro II";IFTO;Instituto Federal do Tocantins;Obrigatório;218310662,61;217645852,47;186421149,71;218054552,23;4804,71;394423,61
2023;Sudeste;ES;Espírito Santo;"Institutos Federais, Cefet's e Colégio Pedro II";IFES;Instituto Federal do Espírito Santo;Discricionário;124384084,51;90669090,59;91451702,61;118696217,73;2590805,32;3111890,99
2023;Sudeste;ES;Espírito Santo;"Institutos Federais, Cefet's e Colégio Pedro II";IFES;Instituto Federal do Espírito Santo;Emenda de Bancada;67300000,00;51118390,37;49537847,52;58720515,72;41254,27;
2023;Sudeste;ES;Espírito Santo;"Institutos Federais, Cefet's e Colégio Pedro II";IFES;Instituto Federal do Espírito Santo;Emenda de Comissão;3347778,00;;;;;
2023;Sudeste;ES;Espírito Santo;"Institutos Federais, Cefet's e Colégio Pedro II";IFES;Instituto Federal do Espírito Santo;Emenda Individual;843988,00;189900,00;189900,00;325066,13;0,00;
2023;Sudeste;ES;Espírito Santo;"Institutos Federais, Cefet's e Colégio Pedro II";IFES;Instituto Federal do Espírito Santo;Financeiro;96529654,08;96529654,08;89718698,60;96529654,08;0,00;0,92
2023;Sudeste;ES;Espírito Santo;"Institutos Federais, Cefet's e Colégio Pedro II";IFES;Instituto Federal do Espírito Santo;Obrigatório;633279647,53;630608551,56;541277658,93;631159179,63;1474166,61;748130,27
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";CEFET-MG;Centro Federal de Educação Tecnológica de Minas Gerais;Discricionário;69362344,79;64165804,09;64503321,44;73770381,41;-773339,50;4018189,97
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";CEFET-MG;Centro Federal de Educação Tecnológica de Minas Gerais;Emenda de Bancada;355429,00;;;162277,00;0,00;
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";CEFET-MG;Centro Federal de Educação Tecnológica de Minas Gerais;Emenda de Comissão;2488590,76;;;;;
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";CEFET-MG;Centro Federal de Educação Tecnológica de Minas Gerais;Emenda Individual;650803,00;25672,83;25672,83;325672,83;0,00;879,00
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";CEFET-MG;Centro Federal de Educação Tecnológica de Minas Gerais;Financeiro;55376512,40;55371290,42;51345059,16;55371290,42;5221,98;791763,60
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";CEFET-MG;Centro Federal de Educação Tecnológica de Minas Gerais;Obrigatório;430010616,76;429787419,83;377086747,25;429816201,78;-9067,54;3556517,24
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IF SUDESTE MG;Instituto Federal do Sudeste de Minas Gerais;Discricionário;54577608,49;32515805,03;33668533,31;49531533,49;-1426588,84;4333172,31
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IF SUDESTE MG;Instituto Federal do Sudeste de Minas Gerais;Emenda de Bancada;2023057,40;259880,00;259880,00;781716,12;0,00;
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IF SUDESTE MG;Instituto Federal do Sudeste de Minas Gerais;Emenda de Comissão;1994026,65;;;;;
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IF SUDESTE MG;Instituto Federal do Sudeste de Minas Gerais;Emenda de Relator;;;;96322,84;;
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IF SUDESTE MG;Instituto Federal do Sudeste de Minas Gerais;Emenda Individual;787010,00;76850,00;69950,00;1513914,61;0,00;190514,00
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IF SUDESTE MG;Instituto Federal do Sudeste de Minas Gerais;Financeiro;41779165,44;41779165,44;38759268,82;41779165,44;0,00;59150,56
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IF SUDESTE MG;Instituto Federal do Sudeste de Minas Gerais;Obrigatório;275533345,13;275081228,44;242227675,66;275474720,89;-6579,20;993149,98
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFMG;Instituto Federal de Minas Gerais;Discricionário;85068210,51;54899404,24;54990829,63;76435488,87;-1074480,07;1944976,97
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFMG;Instituto Federal de Minas Gerais;Emenda de Bancada;2106108,05;244075,35;243637,35;826994,31;0,00;
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFMG;Instituto Federal de Minas Gerais;Emenda de Comissão;2499957,39;107213,97;;107213,97;;
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFMG;Instituto Federal de Minas Gerais;Emenda Individual;2624555,00;711115,21;527349,90;1375343,41;0,00;
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFMG;Instituto Federal de Minas Gerais;Financeiro;56445598,00;55669598,30;51662030,24;55669598,30;0,00;
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFMG;Instituto Federal de Minas Gerais;Obrigatório;391652940,35;390252445,87;343157386,38;391081093,55;16315,46;581869,93
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFNMG;Instituto Federal do Norte de Minas Gerais;Discricionário;63300360,91;47477967,94;44993895,06;64770675,14;-3264701,75;5591305,14
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFNMG;Instituto Federal do Norte de Minas Gerais;Emenda de Bancada;2063073,23;231415,21;69393,01;745332,19;0,00;
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFNMG;Instituto Federal do Norte de Minas Gerais;Emenda de Comissão;2499100,00;;;;;
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFNMG;Instituto Federal do Norte de Minas Gerais;Emenda Individual;4864171,91;521198,39;376913,53;2042604,54;0,00;1599,09
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFNMG;Instituto Federal do Norte de Minas Gerais;Financeiro;37582594,26;37572653,70;34863535,60;37572653,70;9940,56;114211,74
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFNMG;Instituto Federal do Norte de Minas Gerais;Obrigatório;245874357,43;244340480,16;215062341,00;245055270,13;0,00;809861,60
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais;Discricionário;90217881,26;52356412,69;51928504,15;76964732,75;-176247,01;591487,76
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais;Emenda de Bancada;1974297,55;918095,30;790381,38;1474078,25;0,00;
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais;Emenda de Comissão;3999623,64;1250,00;;1250,00;;
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais;Emenda Individual;2673765,16;979284,19;856011,86;2023186,37;0,00;1044,84
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais;Financeiro;35035897,44;35035897,44;32508680,26;35035897,44;0,00;66524,56
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFSULDEMINAS;Instituto Federal do Sul de Minas Gerais;Obrigatório;246584323,33;245639581,00;215410303,17;246113681,11;-5705,12;1613791,73
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFTM;Instituto Federal do Triângulo Mineiro;Discricionário;47502154,44;29872330,30;27998703,41;40441926,84;964,43;1122724,12
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFTM;Instituto Federal do Triângulo Mineiro;Emenda de Bancada;1526019,83;615946,00;615946,00;1177789,02;0,00;
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFTM;Instituto Federal do Triângulo Mineiro;Emenda de Comissão;2490364,41;50824,04;;50824,04;;
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFTM;Instituto Federal do Triângulo Mineiro;Financeiro;35286232,31;35286232,31;32732919,87;35286232,31;0,00;0,69
2023;Sudeste;MG;Minas Gerais;"Institutos Federais, Cefet's e Colégio Pedro II";IFTM;Instituto Federal do Triângulo Mineiro;Obrigatório;227471476,62;227057006,08;198810924,36;227270975,23;-1906,80;1124981,59
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFMG - COLTEC;Colégio Técnico da UFMG;Discricionário;53684897,15;42961702,00;40703886,41;46275246,23;3966174,82;
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFMG - COLTEC;Colégio Técnico da UFMG;Emenda de Bancada;1152111,00;474136,59;144962,18;694334,07;;
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFMG - COLTEC;Colégio Técnico da UFMG;Emenda de Comissão;121885,00;;;;0,00;
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFMG - COLTEC;Colégio Técnico da UFMG;Emenda Individual;;;;36016,29;;
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFMG - TU;Teatro Universitário da UFMG;Discricionário;53684897,15;42961702,00;40703886,41;46275246,23;3966174,82;
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFMG - TU;Teatro Universitário da UFMG;Emenda de Bancada;1152111,00;474136,59;144962,18;694334,07;;
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFMG - TU;Teatro Universitário da UFMG;Emenda de Comissão;121885,00;;;;0,00;
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFMG - TU;Teatro Universitário da UFMG;Emenda Individual;;;;36016,29;;
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFTM-CEFORES;Centro de Formação Especial em Saúde da UFTM;Discricionário;18808655,08;15951639,54;15864521,13;17049634,74;1346140,54;181,11
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFTM-CEFORES;Centro de Formação Especial em Saúde da UFTM;Emenda de Bancada;1315625,83;107776,66;107776,66;232222,61;0,00;1072,17
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFTM-CEFORES;Centro de Formação Especial em Saúde da UFTM;Emenda de Comissão;;;;;;121885,00
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFU - ESTES;Escola Técnica de Saúde da UFU;Discricionário;41080865,26;23964179,91;22042529,79;28451397,32;-28580,09;
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFU - ESTES;Escola Técnica de Saúde da UFU;Emenda de Bancada;1645834,00;;;739450,00;0,00;
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFU - ESTES;Escola Técnica de Saúde da UFU;Emenda de Comissão;121841,40;62471,20;;62471,20;0,00;
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFV - CEDAF;Centro de Ensino e Desenvolvimento Agrário da UFV;Discricionário;9514979,55;5003939,74;4698437,13;10951000,04;-1231,83;
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFV - CEDAF;Centro de Ensino e Desenvolvimento Agrário da UFV;Emenda de Bancada;2618711,91;12500,00;12500,00;756067,00;0,00;
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFV - CEDAF;Centro de Ensino e Desenvolvimento Agrário da UFV;Emenda de Comissão;121868,92;10400,00;10400,00;10400,00;0,00;
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFV - CEDAF;Centro de Ensino e Desenvolvimento Agrário da UFV;Emenda de Relator;;;;1388923,64;;
2023;Sudeste;MG;Minas Gerais;Universidades Federais;UFV - CEDAF;Centro de Ensino e Desenvolvimento Agrário da UFV;Emenda Individual;;;;96300,00;;
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";CEFET-RJ;Centro Federal de Educação Tecnológica Celso Suckow da Fonseca;Discricionário;56171430,82;28185766,09;27394911,48;40591145,60;75279,88;1678770,74
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";CEFET-RJ;Centro Federal de Educação Tecnológica Celso Suckow da Fonseca;Emenda de Bancada;5450000,00;5450000,00;5450000,00;6757046,90;0,00;
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";CEFET-RJ;Centro Federal de Educação Tecnológica Celso Suckow da Fonseca;Emenda Individual;2854601,50;250586,00;249896,00;293217,03;0,00;27341,50
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";CEFET-RJ;Centro Federal de Educação Tecnológica Celso Suckow da Fonseca;Financeiro;46501171,58;46470801,06;43078152,64;46471902,81;0,00;1361900,42
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";CEFET-RJ;Centro Federal de Educação Tecnológica Celso Suckow da Fonseca;Obrigatório;376354174,85;375963770,80;323920341,03;375972801,09;-20409,06;2312127,75
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";CPII;Colégio Pedro II;Discricionário;73530542,40;48074463,90;46827975,26;69598718,35;548253,89;340139,81
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";CPII;Colégio Pedro II;Emenda de Bancada;5449906,00;;;1321289,92;;
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";CPII;Colégio Pedro II;Emenda Individual;1044201,94;94370,76;76916,20;1067341,12;0,00;58595,50
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";CPII;Colégio Pedro II;Financeiro;59425631,00;59425630,16;55173565,90;59425630,16;0,00;
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";CPII;Colégio Pedro II;Obrigatório;663970189,55;661736045,01;588882548,17;662004307,03;0,00;3751114,23
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";IFF;Instituto Federal Fluminense;Discricionário;78409623,72;53390211,02;49720749,05;69233045,70;-204370,93;2030364,53
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";IFF;Instituto Federal Fluminense;Emenda de Bancada;5448764,94;5267973,06;4771736,62;6514429,28;0,00;1235,06
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";IFF;Instituto Federal Fluminense;Emenda Individual;7317526,98;596020,74;529263,81;1926894,05;0,00;522893,02
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";IFF;Instituto Federal Fluminense;Financeiro;54589192,81;54582204,29;50722996,33;54594848,17;-7165,88;195277,19
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";IFF;Instituto Federal Fluminense;Obrigatório;393715824,75;392255118,36;341578772,42;393212979,92;-45722,25;165342,25
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";IFRJ;Instituto Federal do Rio de Janeiro;Discricionário;58846643,91;42261517,70;40206916,34;53071021,21;202837,47;2514243,09
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";IFRJ;Instituto Federal do Rio de Janeiro;Emenda de Bancada;5437999,81;1971635,73;1168071,72;3155965,70;0,00;
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";IFRJ;Instituto Federal do Rio de Janeiro;Emenda Individual;3264836,56;930702,74;216818,23;1640507,50;0,00;2637032,42
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";IFRJ;Instituto Federal do Rio de Janeiro;Financeiro;64712248,65;64712248,65;60063987,55;64712248,65;0,00;44263,35
2023;Sudeste;RJ;Rio de Janeiro;"Institutos Federais, Cefet's e Colégio Pedro II";IFRJ;Instituto Federal do Rio de Janeiro;Obrigatório;405245935,40;404621662,74;344825841,19;405087420,52;-13131,16;9124738,89
2023;Sudeste;RJ;Rio de Janeiro;Universidades Federais;UFRRJ - CTUR;Colégio Técnico da UFRRJ;Discricionário;4512691,33;3854783,89;3791043,05;5639954,71;131396,10;
2023;Sudeste;RJ;Rio de Janeiro;Universidades Federais;UFRRJ - CTUR;Colégio Técnico da UFRRJ;Emenda de Comissão;121462,00;;;;;
2023;Sudeste;RJ;Rio de Janeiro;Universidades Federais;UFRRJ - CTUR;Colégio Técnico da UFRRJ;Emenda de Relator;;;;1155074,08;;
2023;Sudeste;RJ;Rio de Janeiro;Universidades Federais;UFRRJ - CTUR;Colégio Técnico da UFRRJ;Emenda Individual;800000,00;;;900,00;;
2023;Sudeste;SP;São Paulo;"Institutos Federais, Cefet's e Colégio Pedro II";IFSP;Instituto Federal de São Paulo;Discricionário;163412969,35;114791683,69;111973833,91;156053641,64;-449658,78;511034,39
2023;Sudeste;SP;São Paulo;"Institutos Federais, Cefet's e Colégio Pedro II";IFSP;Instituto Federal de São Paulo;Emenda de Bancada;10000000,00;386436,83;386326,83;6812378,93;0,00;
2023;Sudeste;SP;São Paulo;"Institutos Federais, Cefet's e Colégio Pedro II";IFSP;Instituto Federal de São Paulo;Emenda de Comissão;12000000,00;;;;;
2023;Sudeste;SP;São Paulo;"Institutos Federais, Cefet's e Colégio Pedro II";IFSP;Instituto Federal de São Paulo;Emenda Individual;19488995,11;5270352,10;4998434,47;10722188,33;38500,00;6,89
2023;Sudeste;SP;São Paulo;"Institutos Federais, Cefet's e Colégio Pedro II";IFSP;Instituto Federal de São Paulo;Financeiro;130227744,10;130231755,83;120761884,63;130242661,33;-4011,73;404034,90
2023;Sudeste;SP;São Paulo;"Institutos Federais, Cefet's e Colégio Pedro II";IFSP;Instituto Federal de São Paulo;Obrigatório;893462346,51;890803946,56;787572864,04;891785972,14;1442316,44;7058368,89
2023;Sul;PR;Paraná;"Institutos Federais, Cefet's e Colégio Pedro II";IFPR;Instituto Federal do Paraná;Discricionário;78554551,87;56548354,20;55640557,72;76297040,90;-855247,36;4389179,26
2023;Sul;PR;Paraná;"Institutos Federais, Cefet's e Colégio Pedro II";IFPR;Instituto Federal do Paraná;Emenda de Comissão;2999264,69;375787,27;125303,91;375787,27;0,00;
2023;Sul;PR;Paraná;"Institutos Federais, Cefet's e Colégio Pedro II";IFPR;Instituto Federal do Paraná;Emenda Individual;4263908,47;897970,79;680868,22;2887318,31;4547,88;114853,53
2023;Sul;PR;Paraná;"Institutos Federais, Cefet's e Colégio Pedro II";IFPR;Instituto Federal do Paraná;Financeiro;69860770,75;69860770,75;64865360,15;69860770,75;0,00;
2023;Sul;PR;Paraná;"Institutos Federais, Cefet's e Colégio Pedro II";IFPR;Instituto Federal do Paraná;Obrigatório;415355305,68;414363134,10;356736373,95;414504872,93;-9752,09;83237,70
2023;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IF FARROUPILHA;Instituto Federal Farroupilha;Discricionário;66379920,54;50024600,10;49129653,56;65007681,01;-307244,77;439148,38
2023;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IF FARROUPILHA;Instituto Federal Farroupilha;Emenda de Bancada;;;;2107274,99;;
2023;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IF FARROUPILHA;Instituto Federal Farroupilha;Emenda de Relator;;;;443744,30;;
2023;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IF FARROUPILHA;Instituto Federal Farroupilha;Emenda Individual;4732441,70;3514201,33;2648239,14;3535527,52;0,00;3500,00
2023;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IF FARROUPILHA;Instituto Federal Farroupilha;Financeiro;45459609,86;45459609,86;42207300,76;45459609,86;0,00;30428,14
2023;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IF FARROUPILHA;Instituto Federal Farroupilha;Obrigatório;279337305,79;278889329,59;242664701,64;279108351,51;20640,30;2267378,78
2023;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFRS;Instituto Federal do Rio Grande do Sul;Discricionário;76781107,02;55338486,79;55544922,82;70644113,49;-235184,51;1706969,90
2023;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFRS;Instituto Federal do Rio Grande do Sul;Emenda de Bancada;;;;1027230,00;;
2023;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFRS;Instituto Federal do Rio Grande do Sul;Emenda Individual;2592565,81;670541,00;333762,00;2986804,06;0,00;86,19
2023;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFRS;Instituto Federal do Rio Grande do Sul;Financeiro;67878299,00;67849966,55;62979964,60;67858926,03;21985,96;
2023;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFRS;Instituto Federal do Rio Grande do Sul;Obrigatório;431757597,79;431134307,05;379095973,90;431400630,16;-4200,10;3279981,34
2023;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFSUL;Instituto Federal Sul-rio-grandense;Discricionário;75166129,22;56627987,12;53441991,25;68316258,97;405351,01;352424,51
2023;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFSUL;Instituto Federal Sul-rio-grandense;Emenda de Bancada;;;;1393742,03;;
2023;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFSUL;Instituto Federal Sul-rio-grandense;Emenda Individual;5029114,74;3310248,12;2639392,99;3325013,22;240,00;1208,26
2023;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFSUL;Instituto Federal Sul-rio-grandense;Financeiro;63343792,00;63343791,38;58781224,90;63343791,38;0,00;
2023;Sul;RS;Rio Grande do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFSUL;Instituto Federal Sul-rio-grandense;Obrigatório;427313705,27;426601785,68;363230850,11;427004196,84;-7507,52;93636,67
2023;Sul;RS;Rio Grande do Sul;Universidades Federais;UFSM - CTISM;Colégio Técnico Industrial da UFSM;Discricionário;21793805,21;19442026,06;18068003,91;19697763,77;227352,95;214,33
2023;Sul;RS;Rio Grande do Sul;Universidades Federais;UFSM - CTISM;Colégio Técnico Industrial da UFSM;Emenda de Comissão;121790,00;;;;0,00;
2023;Sul;RS;Rio Grande do Sul;Universidades Federais;UFSM - CTISM;Colégio Técnico Industrial da UFSM;Emenda Individual;;;;150000,00;;
2023;Sul;RS;Rio Grande do Sul;Universidades Federais;UFSM - CTISM;Colégio Técnico Industrial da UFSM;Obrigatório;6554022,32;6554022,32;;6554022,32;;
2023;Sul;RS;Rio Grande do Sul;Universidades Federais;UFSM - POLITÉCNICO;Colégio Politécnico da UFSM;Discricionário;21793805,21;19442026,06;18068003,91;19697763,77;227352,95;214,33
2023;Sul;RS;Rio Grande do Sul;Universidades Federais;UFSM - POLITÉCNICO;Colégio Politécnico da UFSM;Emenda de Comissão;121790,00;;;;0,00;
2023;Sul;RS;Rio Grande do Sul;Universidades Federais;UFSM - POLITÉCNICO;Colégio Politécnico da UFSM;Emenda Individual;;;;150000,00;;
2023;Sul;RS;Rio Grande do Sul;Universidades Federais;UFSM - POLITÉCNICO;Colégio Politécnico da UFSM;Obrigatório;6554022,32;6554022,32;;6554022,32;;
2023;Sul;SC;Santa Catarina;"Institutos Federais, Cefet's e Colégio Pedro II";IFC;Instituto Federal Catarinense;Discricionário;73300782,47;53078504,60;57648839,02;64804468,57;1224761,05;5139363,21
2023;Sul;SC;Santa Catarina;"Institutos Federais, Cefet's e Colégio Pedro II";IFC;Instituto Federal Catarinense;Emenda de Bancada;5324703,75;1824014,87;1349022,87;3448660,80;3360,00;
2023;Sul;SC;Santa Catarina;"Institutos Federais, Cefet's e Colégio Pedro II";IFC;Instituto Federal Catarinense;Emenda Individual;;;;198717,07;;
2023;Sul;SC;Santa Catarina;"Institutos Federais, Cefet's e Colégio Pedro II";IFC;Instituto Federal Catarinense;Financeiro;54118903,11;54013827,07;50225597,79;54013827,07;105076,04;607365,89
2023;Sul;SC;Santa Catarina;"Institutos Federais, Cefet's e Colégio Pedro II";IFC;Instituto Federal Catarinense;Obrigatório;340715730,50;339953110,36;290556380,34;340496408,02;57006,59;3732439,62
2023;Sul;SC;Santa Catarina;"Institutos Federais, Cefet's e Colégio Pedro II";IFSC;Instituto Federal de Santa Catarina;Discricionário;92634879,81;59379993,58;56695031,67;79264889,03;-510227,56;1580865,62
2023;Sul;SC;Santa Catarina;"Institutos Federais, Cefet's e Colégio Pedro II";IFSC;Instituto Federal de Santa Catarina;Emenda de Bancada;4743983,89;;;3229651,04;0,00;
2023;Sul;SC;Santa Catarina;"Institutos Federais, Cefet's e Colégio Pedro II";IFSC;Instituto Federal de Santa Catarina;Emenda Individual;300000,00;4153,00;;4153,00;;
2023;Sul;SC;Santa Catarina;"Institutos Federais, Cefet's e Colégio Pedro II";IFSC;Instituto Federal de Santa Catarina;Financeiro;81578015,25;81572037,25;75762229,85;81572037,25;5978,00;23001,75
