Ano;Região;UF;Estado;Organização Acadêmica;Instituicao;Instituição (Nome);Resultado Primário (Cidadã);Despesa empenhada;Despesa liquidada;Despesa paga;Despesa liq&RP;Despesa empenhada a liquidar;Crédito Disponível
2020;Centro-Oeste;GO;Goiás;"Institutos Federais, Cefet's e Colégio Pedro II";IFG;Instituto Federal de Goiás;Emenda Individual;3225456,41;2208392,35;1960450,27;3359180,38;0,00;2174,59
2020;Centro-Oeste;GO;Goiás;"Institutos Federais, Cefet's e Colégio Pedro II";IFG;Instituto Federal de Goiás;Financeiro;59921559,87;59921559,87;59921559,87;59921559,87;0,00;175349,13
2020;Centro-Oeste;GO;Goiás;"Institutos Federais, Cefet's e Colégio Pedro II";IFG;Instituto Federal de Goiás;Obrigatório;377584662,87;376949232,47;343580910,06;377249849,01;0,00;8331608,29
2020;Centro-Oeste;MS;Mato Grosso do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFMS;Instituto Federal do Mato Grosso do Sul;Discricionário;33022151,34;22739515,69;21641809,22;35363673,45;0,00;648998,50
2020;Centro-Oeste;MS;Mato Grosso do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFMS;Instituto Federal do Mato Grosso do Sul;Emenda de Relator;4080785,52;444188,40;444188,40;444188,40;0,00;689,64
2020;Centro-Oeste;MS;Mato Grosso do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFMS;Instituto Federal do Mato Grosso do Sul;Emenda Individual;621733,00;100000,00;;100000,00;0,00;
2020;Centro-Oeste;MS;Mato Grosso do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFMS;Instituto Federal do Mato Grosso do Sul;Financeiro;24762300,72;24762300,72;24762300,72;24762300,72;0,00;666569,28
2020;Centro-Oeste;MS;Mato Grosso do Sul;"Institutos Federais, Cefet's e Colégio Pedro II";IFMS;Instituto Federal do Mato Grosso do Sul;Obrigatório;156253375,68;156242874,27;144007499,08;156255156,81;0,00;992777,58
2020;Centro-Oeste;MT;Mato Grosso;"Institutos Federais, Cefet's e Colégio Pedro II";IFMT;Instituto Federal do Mato Grosso;Discricionário;80598510,13;46697100,23;45596933,62;70063211,26;0,00;1950928,19
2020;Centro-Oeste;MT;Mato Grosso;"Institutos Federais, Cefet's e Colégio Pedro II";IFMT;Instituto Federal do Mato Grosso;Emenda de Bancada;8864293,00;160000,00;160000,00;160000,00;0,00;
2020;Centro-Oeste;MT;Mato Grosso;"Institutos Federais, Cefet's e Colégio Pedro II";IFMT;Instituto Federal do Mato Grosso;Emenda de Relator;2154766,99;;;;0,00;
2020;Centro-Oeste;MT;Mato Grosso;"Institutos Federais, Cefet's e Colégio Pedro II";IFMT;Instituto Federal do Mato Grosso;Emenda Individual;;;;143238,44;;
2020;Centro-Oeste;MT;Mato Grosso;"Institutos Federais, Cefet's e Colégio Pedro II";IFMT;Instituto Federal do Mato Grosso;Financeiro;51232490,18;51232490,18;51232490,18;51232490,18;0,00;189975,82
2020;Centro-Oeste;MT;Mato Grosso;"Institutos Federais, Cefet's e Colégio Pedro II";IFMT;Instituto Federal do Mato Grosso;Obrigatório;347702015,46;346621829,06;318352437,86;346731258,69;0,00;2683563,24
2020;Nordeste;AL;Alagoas;"Institutos Federais, Cefet's e Colégio Pedro II";IFAL;Instituto Federal de Alagoas;Discricionário;63988474,02;38237645,19;36343161,11;63205174,06;0,00;1461381,29
2020;Nordeste;AL;Alagoas;"Institutos Federais, Cefet's e Colégio Pedro II";IFAL;Instituto Federal de Alagoas;Emenda de Bancada;;;;4056205,73;;
2020;Nordeste;AL;Alagoas;"Institutos Federais, Cefet's e Colégio Pedro II";IFAL;Instituto Federal de Alagoas;Emenda de Relator;1543094,11;755060,93;738900,00;755060,93;0,00;24431,34
2020;Nordeste;AL;Alagoas;"Institutos Federais, Cefet's e Colégio Pedro II";IFAL;Instituto Federal de Alagoas;Emenda Individual;1240760,00;142913,58;130657,58;347730,58;0,00;
2020;Nordeste;AL;Alagoas;"Institutos Federais, Cefet's e Colégio Pedro II";IFAL;Instituto Federal de Alagoas;Financeiro;50360009,68;50360009,68;50360009,68;50360009,68;0,00;203681,32
2020;Nordeste;AL;Alagoas;"Institutos Federais, Cefet's e Colégio Pedro II";IFAL;Instituto Federal de Alagoas;Obrigatório;343055760,59;338479826,91;307909616,87;339046371,18;0,00;1303085,41
2020;Nordeste;AL;Alagoas;Universidades Federais;UFAL - ETA;Escola Técnica de Artes da UFAL;Discricionário;8546137,33;7430737,33;7052279,41;7446137,33;0,00;
2020;Nordeste;AL;Alagoas;Universidades Federais;UFAL - ETA;Escola Técnica de Artes da UFAL;Emenda de Relator;4486000,00;;;;0,00;
2020;Nordeste;BA;Bahia;"Institutos Federais, Cefet's e Colégio Pedro II";IF BAIANO;Instituto Federal Baiano;Discricionário;56558898,55;27089728,46;26898296,21;45005795,18;0,00;88938,00
2020;Nordeste;BA;Bahia;"Institutos Federais, Cefet's e Colégio Pedro II";IF BAIANO;Instituto Federal Baiano;Emenda de Bancada;133050,00;40000,00;38289,92;40000,00;0,00;267,00
2020;Nordeste;BA;Bahia;"Institutos Federais, Cefet's e Colégio Pedro II";IF BAIANO;Instituto Federal Baiano;Emenda de Relator;877223,64;61792,05;;61792,05;0,00;
2020;Nordeste;BA;Bahia;"Institutos Federais, Cefet's e Colégio Pedro II";IF BAIANO;Instituto Federal Baiano;Emenda Individual;2199431,75;921394,44;827738,77;952449,19;0,00;568,25
2020;Nordeste;BA;Bahia;"Institutos Federais, Cefet's e Colégio Pedro II";IF BAIANO;Instituto Federal Baiano;Financeiro;42493364,86;42493364,86;42493364,86;42493364,86;0,00;186203,14
2020;Nordeste;BA;Bahia;"Institutos Federais, Cefet's e Colégio Pedro II";IF BAIANO;Instituto Federal Baiano;Obrigatório;246745727,38;245990583,71;225213820,49;246577584,78;0,00;4552366,72
2020;Nordeste;BA;Bahia;"Institutos Federais, Cefet's e Colégio Pedro II";IFBA;Instituto Federal da Bahia;Discricionário;83198782,71;56877939,72;56008711,08;82034211,29;0,00;890469,41
2020;Nordeste;BA;Bahia;"Institutos Federais, Cefet's e Colégio Pedro II";IFBA;Instituto Federal da Bahia;Emenda de Bancada;133318,00;;;;;
2020;Nordeste;BA;Bahia;"Institutos Federais, Cefet's e Colégio Pedro II";IFBA;Instituto Federal da Bahia;Emenda de Relator;1436518,05;95595,00;95595,00;95595,00;0,00;
2020;Nordeste;BA;Bahia;"Institutos Federais, Cefet's e Colégio Pedro II";IFBA;Instituto Federal da Bahia;Emenda Individual;3442093,66;1055483,07;1021412,41;1375161,98;0,00;57906,34
2020;Nordeste;BA;Bahia;"Institutos Federais, Cefet's e Colégio Pedro II";IFBA;Instituto Federal da Bahia;Financeiro;73582355,35;73582355,35;73582355,35;73582355,35;0,00;208335,65
2020;Nordeste;BA;Bahia;"Institutos Federais, Cefet's e Colégio Pedro II";IFBA;Instituto Federal da Bahia;Obrigatório;462122050,87;460739894,35;420174163,66;461005175,02;0,00;10161993,78
2020;Nordeste;CE;Ceará;"Institutos Federais, Cefet's e Colégio Pedro II";IFCE;Instituto Federal do Ceará;Discricionário;112773486,44;70291425,68;69118918,48;104346347,80;0,00;1346459,78
2020;Nordeste;CE;Ceará;"Institutos Federais, Cefet's e Colégio Pedro II";IFCE;Instituto Federal do Ceará;Emenda de Bancada;1884878,10;;;;;9663,90
2020;Nordeste;CE;Ceará;"Institutos Federais, Cefet's e Colégio Pedro II";IFCE;Instituto Federal do Ceará;Emenda de Relator;20408428,06;;;;;
2020;Nordeste;CE;Ceará;"Institutos Federais, Cefet's e Colégio Pedro II";IFCE;Instituto Federal do Ceará;Emenda Individual;2220229,42;806950,16;712991,69;1747776,92;0,00;104,58
2020;Nordeste;CE;Ceará;"Institutos Federais, Cefet's e Colégio Pedro II";IFCE;Instituto Federal do Ceará;Financeiro;93763129,16;93763129,16;93763129,16;93763129,16;0,00;98410,84
2020;Nordeste;CE;Ceará;"Institutos Federais, Cefet's e Colégio Pedro II";IFCE;Instituto Federal do Ceará;Obrigatório;586489861,36;585560342,85;525922358,99;585929512,17;0,00;3327426,49
2020;Nordeste;MA;Maranhão;"Institutos Federais, Cefet's e Colégio Pedro II";IFMA;Instituto Federal do Maranhão;Discricionário;96273868,34;67132618,25;63453810,36;84037023,75;0,00;825901,43
2020;Nordeste;MA;Maranhão;"Institutos Federais, Cefet's e Colégio Pedro II";IFMA;Instituto Federal do Maranhão;Emenda de Relator;3206635,63;484738,22;155711,76;484738,22;0,00;103125,82
2020;Nordeste;MA;Maranhão;"Institutos Federais, Cefet's e Colégio Pedro II";IFMA;Instituto Federal do Maranhão;Emenda Individual;3769930,64;3622598,93;3462309,85;4105164,21;0,00;69,36
2020;Nordeste;MA;Maranhão;"Institutos Federais, Cefet's e Colégio Pedro II";IFMA;Instituto Federal do Maranhão;Financeiro;79556198,14;79556198,14;79556198,14;79556198,14;0,00;92626,86
2020;Nordeste;MA;Maranhão;"Institutos Federais, Cefet's e Colégio Pedro II";IFMA;Instituto Federal do Maranhão;Obrigatório;473743259,14;472110212,46;432634860,28;472333575,90;0,00;4779142,86
2020;Nordeste;MA;Maranhão;Universidades Federais;UFMA - COLUN;Colégio Universitário da UFMA;Discricionário;17393868,17;16486568,17;15519682,03;20643120,88;0,00;280955,08
2020;Nordeste;MA;Maranhão;Universidades Federais;UFMA - COLUN;Colégio Universitário da UFMA;Emenda de Relator;9216053,54;700610,86;608656,00;700610,86;0,00;
2020;Nordeste;PB;Paraíba;"Institutos Federais, Cefet's e Colégio Pedro II";IFPB;Instituto Federal da Paraíba;Discricionário;74568361,51;44460524,21;43153595,96;71664653,39;0,00;12890,53
2020;Nordeste;PB;Paraíba;"Institutos Federais, Cefet's e Colégio Pedro II";IFPB;Instituto Federal da Paraíba;Emenda de Bancada;5141291,00;;;;0,00;
2020;Nordeste;PB;Paraíba;"Institutos Federais, Cefet's e Colégio Pedro II";IFPB;Instituto Federal da Paraíba;Emenda de Relator;3545765,77;1190443,08;1187646,54;1190443,08;0,00;
2020;Nordeste;PB;Paraíba;"Institutos Federais, Cefet's e Colégio Pedro II";IFPB;Instituto Federal da Paraíba;Emenda Individual;1098740,51;394344,89;393586,33;1060622,88;0,00;13,00
2020;Nordeste;PB;Paraíba;"Institutos Federais, Cefet's e Colégio Pedro II";IFPB;Instituto Federal da Paraíba;Financeiro;68078263,44;68078263,44;68078263,44;68078263,44;0,00;156247,56
2020;Nordeste;PB;Paraíba;"Institutos Federais, Cefet's e Colégio Pedro II";IFPB;Instituto Federal da Paraíba;Obrigatório;449051406,86;449016340,98;408263853,66;449069350,37;0,00;3197547,88
2020;Nordeste;PB;Paraíba;Universidades Federais;UFCG - ETSC;Escola Técnica de Saúde de Cajazeiras da UFCG;Discricionário;4960530,08;4208756,89;3978790,37;5707442,38;0,00;
2020;Nordeste;PB;Paraíba;Universidades Federais;UFCG - ETSC;Escola Técnica de Saúde de Cajazeiras da UFCG;Emenda de Relator;2000000,00;;;;0,00;
2020;Nordeste;PB;Paraíba;Universidades Federais;UFPB - CAVN;Colégio Agrícola Vidal de Negreiros da UFPB;Discricionário;14767962,79;14706206,31;13802354,64;14706206,31;0,00;274460,75
2020;Nordeste;PB;Paraíba;Universidades Federais;UFPB - CAVN;Colégio Agrícola Vidal de Negreiros da UFPB;Emenda de Relator;3717092,32;;;;;
2020;Nordeste;PB;Paraíba;Universidades Federais;UFPB - CAVN;Colégio Agrícola Vidal de Negreiros da UFPB;Emenda Individual;;;;199350,00;;
2020;Nordeste;PB;Paraíba;Universidades Federais;UFPB - ETS;Escola Técnica de Saúde da UFPB;Discricionário;14767962,79;14706206,31;13802354,64;14706206,31;0,00;274460,75
2020;Nordeste;PB;Paraíba;Universidades Federais;UFPB - ETS;Escola Técnica de Saúde da UFPB;Emenda de Relator;3717092,32;;;;;
2020;Nordeste;PB;Paraíba;Universidades Federais;UFPB - ETS;Escola Técnica de Saúde da UFPB;Emenda Individual;;;;199350,00;;
2020;Nordeste;PE;Pernambuco;"Institutos Federais, Cefet's e Colégio Pedro II";IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Discricionário;27636260,87;18108212,20;16090809,42;30364105,29;0,00;1379110,48
2020;Nordeste;PE;Pernambuco;"Institutos Federais, Cefet's e Colégio Pedro II";IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Emenda de Relator;1177565,75;331955,28;291351,28;331955,28;0,00;
2020;Nordeste;PE;Pernambuco;"Institutos Federais, Cefet's e Colégio Pedro II";IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Emenda Individual;120000,00;;;499952,00;0,00;
2020;Nordeste;PE;Pernambuco;"Institutos Federais, Cefet's e Colégio Pedro II";IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Financeiro;24110978,80;24110978,80;24110978,80;24110978,80;0,00;206375,20
2020;Nordeste;PE;Pernambuco;"Institutos Federais, Cefet's e Colégio Pedro II";IF SERTÃO-PE;Instituto Federal do Sertão Pernambucano;Obrigatório;144542922,44;144451459,47;131077193,84;144451459,47;0,00;1734257,56
2020;Nordeste;PE;Pernambuco;"Institutos Federais, Cefet's e Colégio Pedro II";IFPE;Instituto Federal de Pernambuco;Discricionário;71258113,40;44689732,10;42836147,35;82905039,55;0,00;3551544,24
2020;Nordeste;PE;Pernambuco;"Institutos Federais, Cefet's e Colégio Pedro II";IFPE;Instituto Federal de Pernambuco;Emenda de Relator;1785949,36;432519,80;222209,00;432519,80;0,00;
2020;Nordeste;PE;Pernambuco;"Institutos Federais, Cefet's e Colégio Pedro II";IFPE;Instituto Federal de Pernambuco;Financeiro;59383507,00;59375809,41;59375809,41;59389426,41;0,00;5143751,00
2020;Nordeste;PE;Pernambuco;"Institutos Federais, Cefet's e Colégio Pedro II";IFPE;Instituto Federal de Pernambuco;Obrigatório;451100675,91;450300198,26;410051616,01;450465472,31;0,00;5452323,92
2020;Nordeste;PE;Pernambuco;Universidades Federais;UFRPE - CODAI;Colégio Agrícola Dom Agostinho Ikas da UFRPE;Discricionário;3616465,89;2406790,85;2276370,89;7126994,36;0,00;19982,58
2020;Nordeste;PE;Pernambuco;Universidades Federais;UFRPE - CODAI;Colégio Agrícola Dom Agostinho Ikas da UFRPE;Emenda de Relator;4333680,66;78488,67;;78488,67;0,00;
2020;Nordeste;PI;Piauí;"Institutos Federais, Cefet's e Colégio Pedro II";IFPI;Instituto Federal do Piauí;Discricionário;61746861,19;37419972,01;36881692,85;48412975,45;0,00;4759864,96
2020;Nordeste;PI;Piauí;"Institutos Federais, Cefet's e Colégio Pedro II";IFPI;Instituto Federal do Piauí;Emenda de Relator;2170976,04;493917,30;485725,30;493917,30;0,00;
2020;Nordeste;PI;Piauí;"Institutos Federais, Cefet's e Colégio Pedro II";IFPI;Instituto Federal do Piauí;Financeiro;56023235,60;56023235,60;56023235,60;56023235,60;0,00;204971,40
2020;Nordeste;PI;Piauí;"Institutos Federais, Cefet's e Colégio Pedro II";IFPI;Instituto Federal do Piauí;Obrigatório;359769527,66;359340397,57;327546197,32;359870062,95;0,00;3675788,52
2020;Nordeste;PI;Piauí;Universidades Federais;UFPI - CTBJ;Colégio Técnico de Bom Jesus da UFPI;Discricionário;12761007,37;12369078,37;11638630,01;14877123,85;0,00;0,01
2020;Nordeste;PI;Piauí;Universidades Federais;UFPI - CTBJ;Colégio Técnico de Bom Jesus da UFPI;Emenda de Relator;3241274,40;;;;0,00;
2020;Nordeste;PI;Piauí;Universidades Federais;UFPI - CTF;Colégio Técnico de Floriano da UFPI;Discricionário;12761007,37;12369078,37;11638630,01;14877123,85;0,00;0,01
2020;Nordeste;PI;Piauí;Universidades Federais;UFPI - CTF;Colégio Técnico de Floriano da UFPI;Emenda de Relator;3241274,40;;;;0,00;
2020;Nordeste;PI;Piauí;Universidades Federais;UFPI-CAT;Colégio Técnico de Teresina da UFPI;Discricionário;12761007,37;12369078,37;11638630,01;14877123,85;0,00;0,01
2020;Nordeste;PI;Piauí;Universidades Federais;UFPI-CAT;Colégio Técnico de Teresina da UFPI;Emenda de Relator;3241274,40;;;;0,00;
2020;Nordeste;RN;Rio Grande do Norte;"Institutos Federais, Cefet's e Colégio Pedro II";IFRN;Instituto Federal do Rio Grande do Norte;Discricionário;95893519,56;38517687,99;35758526,81;90276564,03;0,00;752205,40
2020;Nordeste;RN;Rio Grande do Norte;"Institutos Federais, Cefet's e Colégio Pedro II";IFRN;Instituto Federal do Rio Grande do Norte;Emenda de Bancada;10998562,12;579185,13;547923,38;579185,13;0,00;1437,88
2020;Nordeste;RN;Rio Grande do Norte;"Institutos Federais, Cefet's e Colégio Pedro II";IFRN;Instituto Federal do Rio Grande do Norte;Emenda de Relator;5435204,27;1747522,78;1448242,09;1747522,78;0,00;
2020;Nordeste;RN;Rio Grande do Norte;"Institutos Federais, Cefet's e Colégio Pedro II";IFRN;Instituto Federal do Rio Grande do Norte;Emenda Individual;2013382,35;740874,62;713042,33;1612224,25;0,00;14617,65
2020;Nordeste;RN;Rio Grande do Norte;"Institutos Federais, Cefet's e Colégio Pedro II";IFRN;Instituto Federal do Rio Grande do Norte;Financeiro;76967784,00;76967784,00;76967784,00;76967784,00;0,00;189209,00
2020;Nordeste;RN;Rio Grande do Norte;"Institutos Federais, Cefet's e Colégio Pedro II";IFRN;Instituto Federal do Rio Grande do Norte;Obrigatório;487416033,90;486199477,54;441738699,59;486513008,33;0,00;8536340,21
2020;Nordeste;RN;Rio Grande do Norte;Universidades Federais;ESUFRN;Escola de Saúde da UFRN;Discricionário;27970119,88;26390706,24;24775178,72;33499635,21;0,00;
2020;Nordeste;RN;Rio Grande do Norte;Universidades Federais;ESUFRN;Escola de Saúde da UFRN;Emenda de Relator;3076361,00;1018868,00;1018868,00;1018868,00;0,00;
2020;Nordeste;RN;Rio Grande do Norte;Universidades Federais;ESUFRN;Escola de Saúde da UFRN;Emenda Individual;;;;79399,50;;
2020;Nordeste;RN;Rio Grande do Norte;Universidades Federais;UFRN - EAJ;Escola Agrícola de Jundiaí da UFRN;Discricionário;27970119,88;26390706,24;24775178,72;33499635,21;0,00;
2020;Nordeste;RN;Rio Grande do Norte;Universidades Federais;UFRN - EAJ;Escola Agrícola de Jundiaí da UFRN;Emenda de Relator;3076361,00;1018868,00;1018868,00;1018868,00;0,00;
2020;Nordeste;RN;Rio Grande do Norte;Universidades Federais;UFRN - EAJ;Escola Agrícola de Jundiaí da UFRN;Emenda Individual;;;;79399,50;;
2020;Nordeste;RN;Rio Grande do Norte;Universidades Federais;UFRN - MÚSICA;Escola de Música da UFRN;Discricionário;27970119,88;26390706,24;24775178,72;33499635,21;0,00;
2020;Nordeste;RN;Rio Grande do Norte;Universidades Federais;UFRN - MÚSICA;Escola de Música da UFRN;Emenda de Relator;3076361,00;1018868,00;1018868,00;1018868,00;0,00;
2020;Nordeste;RN;Rio Grande do Norte;Universidades Federais;UFRN - MÚSICA;Escola de Música da UFRN;Emenda Individual;;;;79399,50;;
2020;Nordeste;SE;Sergipe;"Institutos Federais, Cefet's e Colégio Pedro II";IFS;Instituto Federal de Sergipe;Discricionário;36353953,35;26177188,81;24845273,06;36022161,91;0,00;847032,82
2020;Nordeste;SE;Sergipe;"Institutos Federais, Cefet's e Colégio Pedro II";IFS;Instituto Federal de Sergipe;Emenda de Relator;3373316,68;1537140,00;1537140,00;1537140,00;0,00;
2020;Nordeste;SE;Sergipe;"Institutos Federais, Cefet's e Colégio Pedro II";IFS;Instituto Federal de Sergipe;Emenda Individual;1252294,45;727865,57;678426,12;727865,57;0,00;20143,55
2020;Nordeste;SE;Sergipe;"Institutos Federais, Cefet's e Colégio Pedro II";IFS;Instituto Federal de Sergipe;Financeiro;33049940,90;33049940,90;33048692,86;33049940,90;0,00;205560,10
2020;Nordeste;SE;Sergipe;"Institutos Federais, Cefet's e Colégio Pedro II";IFS;Instituto Federal de Sergipe;Obrigatório;218499480,43;218499480,43;199997829,67;218499480,43;0,00;3208525,84
2020;Norte;AC;Acre;"Institutos Federais, Cefet's e Colégio Pedro II";IFAC;Instituto Federal do Acre;Discricionário;19985463,65;9151689,28;8554765,82;20156255,46;0,00;1680906,12
2020;Norte;AC;Acre;"Institutos Federais, Cefet's e Colégio Pedro II";IFAC;Instituto Federal do Acre;Emenda de Bancada;;;;565070,48;;
2020;Norte;AC;Acre;"Institutos Federais, Cefet's e Colégio Pedro II";IFAC;Instituto Federal do Acre;Emenda de Relator;315800,00;65206,00;65206,00;65206,00;0,00;222554,85
2020;Norte;AC;Acre;"Institutos Federais, Cefet's e Colégio Pedro II";IFAC;Instituto Federal do Acre;Emenda Individual;1027507,56;703581,78;703581,78;1669379,30;0,00;272492,44
2020;Norte;AC;Acre;"Institutos Federais, Cefet's e Colégio Pedro II";IFAC;Instituto Federal do Acre;Financeiro;15649682,34;15649682,34;15649682,34;15649682,34;0,00;178490,66
2020;Norte;AC;Acre;"Institutos Federais, Cefet's e Colégio Pedro II";IFAC;Instituto Federal do Acre;Obrigatório;87652572,10;87649097,85;81170276,42;87649097,85;0,00;1098336,90
2020;Norte;AM;Amazonas;"Institutos Federais, Cefet's e Colégio Pedro II";IFAM;Instituto Federal do Amazonas;Discricionário;80216810,58;33014180,66;28703035,62;56863417,22;0,00;774576,54
2020;Norte;AM;Amazonas;"Institutos Federais, Cefet's e Colégio Pedro II";IFAM;Instituto Federal do Amazonas;Emenda de Bancada;18004925,07;997558,20;194760,28;6441504,67;0,00;134125,93
2020;Norte;AM;Amazonas;"Institutos Federais, Cefet's e Colégio Pedro II";IFAM;Instituto Federal do Amazonas;Emenda de Relator;329875,40;291433,90;270444,00;291433,90;0,00;3761,00
2020;Norte;AM;Amazonas;"Institutos Federais, Cefet's e Colégio Pedro II";IFAM;Instituto Federal do Amazonas;Emenda Individual;3463090,43;346870,94;330365,58;423168,02;0,00;56909,57
2020;Norte;AM;Amazonas;"Institutos Federais, Cefet's e Colégio Pedro II";IFAM;Instituto Federal do Amazonas;Financeiro;42539440,26;42539440,26;42539440,26;42539440,26;0,00;190757,74
2020;Norte;AM;Amazonas;"Institutos Federais, Cefet's e Colégio Pedro II";IFAM;Instituto Federal do Amazonas;Obrigatório;282019044,22;281092794,17;255314598,41;281426506,73;0,00;2086496,10
2020;Norte;AP;Amapá;"Institutos Federais, Cefet's e Colégio Pedro II";IFAP;Instituto Federal do Amapá;Discricionário;20742199,24;8692291,52;8179902,00;18524626,44;0,00;900633,04
2020;Norte;AP;Amapá;"Institutos Federais, Cefet's e Colégio Pedro II";IFAP;Instituto Federal do Amapá;Emenda de Bancada;5261587,42;;;;;375564,58
2020;Norte;AP;Amapá;"Institutos Federais, Cefet's e Colégio Pedro II";IFAP;Instituto Federal do Amapá;Emenda de Relator;1543972,52;612709,00;612709,00;612709,00;0,00;
2020;Norte;AP;Amapá;"Institutos Federais, Cefet's e Colégio Pedro II";IFAP;Instituto Federal do Amapá;Emenda Individual;1406073,84;;;1043125,25;0,00;942504,16
2020;Norte;AP;Amapá;"Institutos Federais, Cefet's e Colégio Pedro II";IFAP;Instituto Federal do Amapá;Financeiro;12189969,00;11382617,64;11382617,64;11382617,64;0,00;
2020;Norte;AP;Amapá;"Institutos Federais, Cefet's e Colégio Pedro II";IFAP;Instituto Federal do Amapá;Obrigatório;72025806,40;70986589,02;65642884,77;70986589,02;0,00;387695,60
2020;Norte;PA;Pará;"Institutos Federais, Cefet's e Colégio Pedro II";IFPA;Instituto Federal do Pará;Discricionário;67349579,22;45695882,70;45231712,76;68086688,94;0,00;2287487,98
2020;Norte;PA;Pará;"Institutos Federais, Cefet's e Colégio Pedro II";IFPA;Instituto Federal do Pará;Emenda de Bancada;;;;3935012,50;;
2020;Norte;PA;Pará;"Institutos Federais, Cefet's e Colégio Pedro II";IFPA;Instituto Federal do Pará;Emenda de Relator;3080713,31;684092,16;684092,16;684092,16;0,00;13611,17
2020;Norte;PA;Pará;"Institutos Federais, Cefet's e Colégio Pedro II";IFPA;Instituto Federal do Pará;Emenda Individual;2324934,70;1581881,67;1581881,67;1826733,04;0,00;8086,28
2020;Norte;PA;Pará;"Institutos Federais, Cefet's e Colégio Pedro II";IFPA;Instituto Federal do Pará;Financeiro;56286611,18;56286611,18;56286611,18;56286611,18;0,00;127751,82
2020;Norte;PA;Pará;"Institutos Federais, Cefet's e Colégio Pedro II";IFPA;Instituto Federal do Pará;Obrigatório;365576158,96;364717969,47;338117534,26;364898299,23;0,00;8264828,40
2020;Norte;PA;Pará;Universidades Federais;EMUFPA;Escola de Música da UFPA;Discricionário;20728786,86;16790942,55;15847629,25;17445178,19;0,00;
2020;Norte;PA;Pará;Universidades Federais;EMUFPA;Escola de Música da UFPA;Emenda de Bancada;;;;7091780,10;;
2020;Norte;PA;Pará;Universidades Federais;EMUFPA;Escola de Música da UFPA;Emenda de Relator;3402669,89;56724,00;;56724,00;0,00;
2020;Norte;PA;Pará;Universidades Federais;EMUFPA;Escola de Música da UFPA;Emenda Individual;100000,00;100000,00;;630642,78;0,00;
2020;Norte;PA;Pará;Universidades Federais;ETDUFPA;Escola de Teatro e Dança da UFPA;Discricionário;20728786,86;16790942,55;15847629,25;17445178,19;0,00;
2020;Norte;PA;Pará;Universidades Federais;ETDUFPA;Escola de Teatro e Dança da UFPA;Emenda de Bancada;;;;7091780,10;;
2020;Norte;PA;Pará;Universidades Federais;ETDUFPA;Escola de Teatro e Dança da UFPA;Emenda de Relator;3402669,89;56724,00;;56724,00;0,00;
2020;Norte;PA;Pará;Universidades Federais;ETDUFPA;Escola de Teatro e Dança da UFPA;Emenda Individual;100000,00;100000,00;;630642,78;0,00;
2020;Norte;RO;Rondônia;"Institutos Federais, Cefet's e Colégio Pedro II";IFRO;Instituto Federal de Rondônia;Discricionário;47356150,55;28887213,72;27836250,81;46272501,99;0,00;2049115,20
2020;Norte;RO;Rondônia;"Institutos Federais, Cefet's e Colégio Pedro II";IFRO;Instituto Federal de Rondônia;Emenda de Bancada;16919733,00;1348579,89;1217562,40;5464449,47;0,00;
2020;Norte;RO;Rondônia;"Institutos Federais, Cefet's e Colégio Pedro II";IFRO;Instituto Federal de Rondônia;Emenda de Relator;7689585,88;2845249,87;2529211,65;2845249,87;0,00;3380,26
2020;Norte;RO;Rondônia;"Institutos Federais, Cefet's e Colégio Pedro II";IFRO;Instituto Federal de Rondônia;Financeiro;25476120,86;25476120,86;25476120,86;25476120,86;0,00;932754,14
2020;Norte;RO;Rondônia;"Institutos Federais, Cefet's e Colégio Pedro II";IFRO;Instituto Federal de Rondônia;Obrigatório;161526932,88;161400370,60;146931469,51;161499861,55;0,00;1985334,12
2020;Norte;RR;Roraima;"Institutos Federais, Cefet's e Colégio Pedro II";IFRR;Instituto Federal de Roraima;Discricionário;20239658,64;8521366,95;8418602,11;18260537,10;0,00;3174763,49
2020;Norte;RR;Roraima;"Institutos Federais, Cefet's e Colégio Pedro II";IFRR;Instituto Federal de Roraima;Emenda de Relator;794711,47;568273,30;567711,04;568273,30;0,00;
2020;Norte;RR;Roraima;"Institutos Federais, Cefet's e Colégio Pedro II";IFRR;Instituto Federal de Roraima;Emenda Individual;1647338,57;549846,59;411436,53;1484757,90;0,00;2661,43
2020;Norte;RR;Roraima;"Institutos Federais, Cefet's e Colégio Pedro II";IFRR;Instituto Federal de Roraima;Financeiro;13605209,44;13605209,44;13605209,44;13605209,44;0,00;1498528,56
2020;Norte;RR;Roraima;"Institutos Federais, Cefet's e Colégio Pedro II";IFRR;Instituto Federal de Roraima;Obrigatório;102048556,37;101991751,37;94084227,02;102013182,66;0,00;2036260,71
2020;Norte;RR;Roraima;Universidades Federais;UFRR - EAGRO;Escola Agrotécnica da UFRR;Discricionário;3268839,53;3030575,63;2854062,84;3030575,63;0,00;5500,00
