Ano;nomeUnidade;nomeUnidadeRecente;Sigla;Região;Estado;Tipo;siglaIES;Nome do Curso;nomeArea;gNP_CPC Contínuo;gNP_Enade;gNP_DocentesDoutores;gNP_DocentesMestres;gNP_IDD;gNP_Infraestrutura;gNP_OrgDidaticoPedagogica;gNP_OportunidadesAmpliacaoFormacao;gNP_RegimeTrabalho;gNB_DocentesDoutores;gNB_DocentesMestres;gNB_IDD;gNB_Infraestrutura;gNB_OrgDidaticoPedagogica;gNB_OportunidadesAmpliacaoFormacao;gNB_RegimeTrabalho;Cursos;Medida CPC
2017;;;;;;Nota Bruta;CEFET/MG;Engenharia Mecatrônica;Engenharia;3;3,4;1,8;4,2;2,6;3;2,7;3,3;5;0,35;0,92;0,5;4,8;4,6;4,8;1;1;3,06
2017;;;;;;Nota Padronizada;CEFET/MG;Letras;Letras-Português (Bacharelado);2,8;2,5;1,8;3,2;2,6;3,2;3,1;3,1;5;0,65;0,96;-0,5;4,8;5,2;4,8;1;1;2,84
2017;;;;;;Nota Bruta;CEFET/MG;Letras;Letras-Português (Bacharelado);2,8;2,5;1,8;3,2;2,6;3,2;3,1;3,1;5;0,65;0,96;-0,5;4,8;5,2;4,8;1;1;2,84
2017;;;;;;Nota Padronizada;CEFET/MG;Engenharia de Minas;Engenharia;3,2;3,4;2,6;3,8;2,8;3,6;3,3;2,7;5;0,5;0,88;0,5;5,1;5;4,2;1;1;3,23
2017;;;;;;Nota Bruta;CEFET/MG;Engenharia de Minas;Engenharia;3,2;3,4;2,6;3,8;2,8;3,6;3,3;2,7;5;0,5;0,88;0,5;5,1;5;4,2;1;1;3,23
2018;;;;;;Nota Padronizada;CEFET/MG;Administração;Administração;3,6;5;2,4;4,8;2,8;3,6;3,4;3,8;5;0,5;0,96;0,5;5,2;5,2;5;1;1;3,66
2018;;;;;;Nota Bruta;CEFET/MG;Administração;Administração;3,6;5;2,4;4,8;2,8;3,6;3,4;3,8;5;0,5;0,96;0,5;5,2;5,2;5;1;1;3,66
2017;;;;;;Nota Padronizada;IFRS;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;4;4,9;3,6;5;5;4,2;4,3;4,4;5;0,7;1;9;5,6;5,6;5,4;1;7;3,29
2017;;;;;;Nota Bruta;IFRS;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;4;4,9;3,6;5;5;4,2;4,3;4,4;5;0,7;1;9;5,6;5,6;5,4;1;7;3,29
2017;;;;;;Nota Padronizada;IFBA;Sistemas de Informação;Sistemas de Informação;2,6;3,5;0,4;3,8;2,4;2;2;2,4;5;0,1;0,86;-0,5;4,4;4,4;4;1;1;2,65
2017;;;;;;Nota Bruta;IFBA;Sistemas de Informação;Sistemas de Informação;2,6;3,5;0,4;3,8;2,4;2;2;2,4;5;0,1;0,86;-0,5;4,4;4,4;4;1;1;2,65
2017;;;;;;Nota Padronizada;IFBA;Geografia;Geografia (Licenciatura);3,2;3,9;2,8;3,8;2,8;2;2,7;2,7;5;0,55;0,88;1;4,3;5,2;4,4;1;1;3,26
2017;;;;;;Nota Bruta;IFBA;Geografia;Geografia (Licenciatura);3,2;3,9;2,8;3,8;2,8;2;2,7;2,7;5;0,55;0,88;1;4,3;5,2;4,4;1;1;3,26
2017;;;;;;Nota Padronizada;IFBA;Física;Física (Licenciatura);2,5;2,6;3,6;4,4;0,8;1,8;2,8;3,2;5;0,75;0,94;-5,5;4;4,8;4,6;1;1;2,5
2017;;;;;;Nota Bruta;IFBA;Física;Física (Licenciatura);2,5;2,6;3,6;4,4;0,8;1,8;2,8;3,2;5;0,75;0,94;-5,5;4;4,8;4,6;1;1;2,5
2017;;;;;;Nota Padronizada;IFRS;Física;Física (Licenciatura);2,4;2,4;2,8;3,6;1,1;3;2,9;2,8;5;0,55;0,86;-4,5;4,8;5;4,4;1;1;2,42
2017;;;;;;Nota Bruta;IFRS;Física;Física (Licenciatura);2,4;2,4;2,8;3,6;1,1;3;2,9;2,8;5;0,55;0,86;-4,5;4,8;5;4,4;1;1;2,42
2017;;;;;;Nota Padronizada;IFRN;Redes de Computadores;Tecnologia em Redes de Computadores;3,3;4,3;0,6;3,6;3,2;3,6;3,7;3,1;5;0,1;0,76;1;5,3;5,2;4,6;1;1;3,31
2017;;;;;;Nota Bruta;IFRN;Redes de Computadores;Tecnologia em Redes de Computadores;3,3;4,3;0,6;3,6;3,2;3,6;3,7;3,1;5;0,1;0,76;1;5,3;5,2;4,6;1;1;3,31
2017;;;;;;Nota Padronizada;IF Fluminense;Ciências da Natureza;Química (Licenciatura);2,6;1,9;3,6;3,8;1,9;2,6;1,7;2;5;0,7;0,9;-1;4,6;4,6;4;1;1;2,6
2017;;;;;;Nota Bruta;IF Fluminense;Ciências da Natureza;Química (Licenciatura);2,6;1,9;3,6;3,8;1,9;2,6;1,7;2;5;0,7;0,9;-1;4,6;4,6;4;1;1;2,6
2017;;;;;;Nota Padronizada;IF Fluminense;Ciências da Natureza;Física (Licenciatura);2,8;2,3;3,6;4;1,7;3,6;3,3;3,3;5;0,7;0,9;-2;5,1;5;4,8;1;1;2,82
2017;;;;;;Nota Bruta;IF Fluminense;Ciências da Natureza;Física (Licenciatura);2,8;2,3;3,6;4;1,7;3,6;3,3;3,3;5;0,7;0,9;-2;5,1;5;4,8;1;1;2,82
2017;;;;;;Nota Padronizada;IF Fluminense;Ciências da Natureza;Ciências Biológicas (Licenciatura);3;3;2,4;4;2,9;3;2;2,3;5;0,5;0,9;1;4,8;4,8;4,2;1;1;3,06
2017;;;;;;Nota Bruta;IF Fluminense;Ciências da Natureza;Ciências Biológicas (Licenciatura);3;3;2,4;4;2,9;3;2;2,3;5;0,5;0,9;1;4,8;4,8;4,2;1;1;3,06
2017;;;;;;Nota Padronizada;IF Fluminense;Sistemas de Informação;Sistemas de Informação;2,6;2,8;1;3,4;2,6;3;2,7;3;5;0,2;0,8;-0,5;4,9;4,8;4,4;1;2;2,57
2017;;;;;;Nota Bruta;IF Fluminense;Sistemas de Informação;Sistemas de Informação;2,6;2,8;1;3,4;2,6;3;2,7;3;5;0,2;0,8;-0,5;4,9;4,8;4,4;1;2;2,57
2017;;;;;;Nota Padronizada;IF Fluminense;Física;Física (Licenciatura);2,6;2,8;1,4;3;2,2;2,6;2,6;3;5;0,3;0,8;0;4,5;4,8;4,6;1;1;2,62
2017;;;;;;Nota Bruta;IF Fluminense;Física;Física (Licenciatura);2,6;2,8;1,4;3;2,2;2,6;2,6;3;5;0,3;0,8;0;4,5;4,8;4,6;1;1;2,62
2017;;;;;;Nota Padronizada;IF Fluminense;Química;Química (Licenciatura);2,8;3,1;2;3;2,2;3,2;3,2;4,2;5;0,4;0,84;-0,5;5;5,2;5,4;1;1;2,85
2017;;;;;;Nota Bruta;IF Fluminense;Química;Química (Licenciatura);2,8;3,1;2;3;2,2;3,2;3,2;4,2;5;0,4;0,84;-0,5;5;5,2;5,4;1;1;2,85
2017;;;;;;Nota Padronizada;IF Fluminense;Biologia;Ciências Biológicas (Licenciatura);3,6;4,3;2;2,4;4;3,8;2,8;4,1;5;0,4;0,76;4,5;5,3;5;5,4;1;1;3,66
2017;;;;;;Nota Bruta;IF Fluminense;Biologia;Ciências Biológicas (Licenciatura);3,6;4,3;2;2,4;4;3,8;2,8;4,1;5;0,4;0,76;4,5;5,3;5;5,4;1;1;3,66
2017;;;;;;Nota Padronizada;IF Fluminense;Letras - Português e Literaturas;Letras-Português (Licenciatura);3,2;4;0,8;4;3;3,6;3,5;2,9;5;0,15;0,86;1,5;5,3;5,4;4,6;1;1;3,2
2017;;;;;;Nota Bruta;IF Fluminense;Letras - Português e Literaturas;Letras-Português (Licenciatura);3,2;4;0,8;4;3;3,6;3,5;2,9;5;0,15;0,86;1,5;5,3;5,4;4,6;1;1;3,2
2017;;;;;;Nota Padronizada;IF Goiano;Gestão da Tecnologia da Informação;Tecnologia em Gestão da Tecnologia da Informação;2;0;2,4;3,8;1,4;3,6;3;3,1;5;0,4;0,84;-4,5;5,3;5;4,6;1;1;2,06
2017;;;;;;Nota Bruta;IF Goiano;Gestão da Tecnologia da Informação;Tecnologia em Gestão da Tecnologia da Informação;2;0;2,4;3,8;1,4;3,6;3;3,1;5;0,4;0,84;-4,5;5,3;5;4,6;1;1;2,06
2017;;;;;;Nota Padronizada;IF Goiano;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,8;2;4;4,4;2,3;3,6;2,7;3,2;5;0,8;0,94;-0,5;5,1;5;4,8;1;3;2,79
2017;;;;;;Nota Bruta;IF Goiano;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,8;2;4;4,4;2,3;3,6;2,7;3,2;5;0,8;0,94;-0,5;5,1;5;4,8;1;3;2,79
2017;;;;;;Nota Padronizada;IF Goiano;Química;Química (Licenciatura);3,5;3,3;3;5;3,8;3,2;2,5;3;5;0,6;1;4;5;5;4,6;1;5;2,62
2017;;;;;;Nota Bruta;IF Goiano;Química;Química (Licenciatura);3,5;3,3;3;5;3,8;3,2;2,5;3;5;0,6;1;4;5;5;4,6;1;5;2,62
2017;;;;;;Nota Padronizada;IF Goiano;Pedagogia;Pedagogia (Licenciatura);3,6;2,3;3;5;4;3,4;3,6;3,5;5;0,6;1;3,5;5,2;5,6;5,2;1;1;3,66
2017;;;;;;Nota Bruta;IF Goiano;Pedagogia;Pedagogia (Licenciatura);3,6;2,3;3;5;4;3,4;3,6;3,5;5;0,6;1;3,5;5,2;5,6;5,2;1;1;3,66
2017;;;;;;Nota Padronizada;IFSul;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,5;1,8;2,8;4,4;1,8;3;2;2,8;5;0,55;0,96;;4,8;4,8;4,4;1;1;2,56
2017;;;;;;Nota Bruta;IFSul;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,5;1,8;2,8;4,4;1,8;3;2;2,8;5;0,55;0,96;;4,8;4,8;4,4;1;1;2,56
2017;;;;;;Nota Padronizada;IFSul;Química;Química (Licenciatura);3,4;1,9;2,4;5;4,6;1,8;2;1,6;5;0,5;1;6,5;4,2;4,8;3,8;1;1;3,44
2017;;;;;;Nota Bruta;IFSul;Química;Química (Licenciatura);3,4;1,9;2,4;5;4,6;1,8;2;1,6;5;0,5;1;6,5;4,2;4,8;3,8;1;1;3,44
2017;;;;;;Nota Padronizada;IFCE;Física;Física (Licenciatura);2,9;3,3;2,2;3,4;3,1;4,2;4;4,1;5;0,4;0,84;3,5;5,5;5,4;5,4;1;4;2,79
2017;;;;;;Nota Bruta;IFCE;Física;Física (Licenciatura);2,9;3,3;2,2;3,4;3,1;4,2;4;4,1;5;0,4;0,84;3,5;5,5;5,4;5,4;1;4;2,79
2017;;;;;;Nota Padronizada;IFCE;Educação Física;Educação Física (Licenciatura);3,8;4,8;1;2,8;4,8;4;3,7;4,1;5;0,2;0,7;6;5,4;5,4;5,4;1;3;3,15
2017;;;;;;Nota Bruta;IFCE;Educação Física;Educação Física (Licenciatura);3,8;4,8;1;2,8;4,8;4;3,7;4,1;5;0,2;0,7;6;5,4;5,4;5,4;1;3;3,15
2017;;;;;;Nota Padronizada;IFCE;Engenharia de Telecomunicações;Engenharia;2,1;1,5;1,6;4,2;1,5;2,4;2,1;2,8;5;0,3;0,92;-3;4,5;4,4;4,4;1;1;2,15
2017;;;;;;Nota Bruta;IFCE;Engenharia de Telecomunicações;Engenharia;2,1;1,5;1,6;4,2;1,5;2,4;2,1;2,8;5;0,3;0,92;-3;4,5;4,4;4,4;1;1;2,15
2017;;;;;;Nota Padronizada;IFCE;Artes Visuais;Artes Visuais (Licenciatura);2,8;3,6;2;3,2;2,9;0,8;1,4;1,3;5;0,4;0,8;2;3,7;4,6;3,6;1;1;2,9
2017;;;;;;Nota Bruta;IFCE;Artes Visuais;Artes Visuais (Licenciatura);2,8;3,6;2;3,2;2,9;0,8;1,4;1,3;5;0,4;0,8;2;3,7;4,6;3,6;1;1;2,9
2017;;;;;;Nota Padronizada;IFCE;Letras;Letras-Português (Licenciatura);2,8;2,3;1;3,8;2,5;4,4;4,6;4,3;5;0,2;0,82;0;5,6;5,8;5,4;1;1;2,89
2017;;;;;;Nota Bruta;IFCE;Letras;Letras-Português (Licenciatura);2,8;2,3;1;3,8;2,5;4,4;4,6;4,3;5;0,2;0,82;0;5,6;5,8;5,4;1;1;2,89
2017;;;;;;Nota Padronizada;IFES;Engenharia Metalúrgica;Engenharia;2,5;2;2,6;3,8;1,9;2,4;2,1;2,9;5;0,5;0,88;-1,5;4,5;4,4;4,4;1;1;2,52
2017;;;;;;Nota Bruta;IFES;Engenharia Metalúrgica;Engenharia;2,5;2;2,6;3,8;1,9;2,4;2,1;2,9;5;0,5;0,88;-1,5;4,5;4,4;4,4;1;1;2,52
2017;;;;;;Nota Padronizada;IFES;Química;Química (Licenciatura);3,1;2,2;5;5;2,1;3,6;3,2;3,7;5;1;1;-2;5,2;5,2;5;1;3;2,71
2017;;;;;;Nota Bruta;IFES;Química;Química (Licenciatura);3,1;2,2;5;5;2,1;3,6;3,2;3,7;5;1;1;-2;5,2;5,2;5;1;3;2,71
2017;;;;;;Nota Padronizada;IFES;Engenharia de Minas;Engenharia;2,5;2,1;1;4,4;2,3;2,8;2,7;2,8;5;0,2;0,94;-0,5;4,7;4,6;4,4;1;1;2,55
2017;;;;;;Nota Bruta;IFES;Engenharia de Minas;Engenharia;2,5;2,1;1;4,4;2,3;2,8;2,7;2,8;5;0,2;0,94;-0,5;4,7;4,6;4,4;1;1;2,55
2017;;;;;;Nota Padronizada;IFES;Física;Física (Licenciatura);2,8;2,1;2,4;5;1,8;4,2;3,7;3,9;5;0,5;1;-2;5,5;5,2;5,2;1;1;2,82
2017;;;;;;Nota Bruta;IFES;Física;Física (Licenciatura);2,8;2,1;2,4;5;1,8;4,2;3,7;3,9;5;0,5;1;-2;5,5;5,2;5,2;1;1;2,82
2017;;;;;;Nota Padronizada;IFES;Ciências Biológicas;Ciências Biológicas (Bacharelado);2,6;1,3;3,6;5;1,7;3,4;3,2;3,1;5;0,75;1;-2;5,1;5,2;4,8;1;1;2,67
2017;;;;;;Nota Bruta;IFES;Ciências Biológicas;Ciências Biológicas (Bacharelado);2,6;1,3;3,6;5;1,7;3,4;3,2;3,1;5;0,75;1;-2;5,1;5,2;4,8;1;1;2,67
2017;;;;;;Nota Padronizada;IFES;Física;Física (Bacharelado);3;3,1;0,2;5;3,1;4;3,2;3;5;0,5;1;;5,4;5;4,8;1;1;3,07
2017;;;;;;Nota Bruta;IFES;Física;Física (Bacharelado);3;3,1;0,2;5;3,1;4;3,2;3;5;0,5;1;;5,4;5;4,8;1;1;3,07
2017;;;;;;Nota Padronizada;IFES;Geografia;Geografia (Licenciatura);3,6;3,6;1;3,2;5;2,8;2,2;2,1;5;0,2;0,82;8,5;4,7;5;4,2;1;1;3,66
2017;;;;;;Nota Bruta;IFES;Geografia;Geografia (Licenciatura);3,6;3,6;1;3,2;5;2,8;2,2;2,1;5;0,2;0,82;8,5;4,7;5;4,2;1;1;3,66
2017;;;;;;Nota Padronizada;IFPE;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;2,5;3,1;0,6;3,8;2,1;2;2,8;2,9;5;0,15;0,84;-1;4,3;4,8;4,4;1;1;2,58
2017;;;;;;Nota Bruta;IFPE;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;2,5;3,1;0,6;3,8;2,1;2;2,8;2,9;5;0,15;0,84;-1;4,3;4,8;4,4;1;1;2,58
2017;;;;;;Nota Padronizada;IFPE;Física;Física (Licenciatura);2,4;1,6;0,8;3,8;1,9;4;3,9;3,6;5;0,15;0,88;-1,5;5,4;5,4;5;1;1;2,41
2017;;;;;;Nota Bruta;IFPE;Física;Física (Licenciatura);2,4;1,6;0,8;3,8;1,9;4;3,9;3,6;5;0,15;0,88;-1,5;5,4;5,4;5;1;1;2,41
2017;;;;;;Nota Padronizada;IFPE;Química;Química (Licenciatura);2,7;3,2;1,2;3,8;2,5;3,2;3,6;3;5;0,25;0,9;0,5;5;5,4;4,6;1;3;2,43
2017;;;;;;Nota Bruta;IFPE;Química;Química (Licenciatura);2,7;3,2;1,2;3,8;2,5;3,2;3,6;3;5;0,25;0,9;0,5;5;5,4;4,6;1;3;2,43
2017;;;;;;Nota Padronizada;IFPE;Música;Música (Licenciatura);2;1,7;0,4;1;2,4;1,4;2,1;0,6;5;0,1;0,54;0,5;3,9;4,8;3,6;1;1;2,02
2017;;;;;;Nota Bruta;IFPE;Música;Música (Licenciatura);2;1,7;0,4;1;2,4;1,4;2,1;0,6;5;0,1;0,54;0,5;3,9;4,8;3,6;1;1;2,02
2017;;;;;;Nota Padronizada;IFSP;Física;Física (Licenciatura);3,1;3,8;3,8;5;2,6;4;4,5;4,1;5;0,75;1;1,5;5,4;5,6;5,2;1;4;2,89
2017;;;;;;Nota Bruta;IFSP;Física;Física (Licenciatura);3,1;3,8;3,8;5;2,6;4;4,5;4,1;5;0,75;1;1,5;5,4;5,6;5,2;1;4;2,89
2017;;;;;;Nota Padronizada;IFSP;Gestão da Produção Industrial;Tecnologia em Gestão da Produção Industrial;2,9;3,4;1,2;4,2;2,9;1,2;2,6;2,7;5;0,25;0,9;0,5;4,5;5,2;4,6;1;2;2,51
2017;;;;;;Nota Bruta;IFSP;Gestão da Produção Industrial;Tecnologia em Gestão da Produção Industrial;2,9;3,4;1,2;4,2;2,9;1,2;2,6;2,7;5;0,25;0,9;0,5;4,5;5,2;4,6;1;2;2,51
2017;;;;;;Nota Padronizada;IFSP;Geografia;Geografia (Licenciatura);3,2;4,1;3;4,4;2,5;1,4;2,3;2,1;5;0,6;0,94;0,5;3,9;5;4;1;1;3,21
2017;;;;;;Nota Bruta;IFSP;Geografia;Geografia (Licenciatura);3,2;4,1;3;4,4;2,5;1,4;2,3;2,1;5;0,6;0,94;0,5;3,9;5;4;1;1;3,21
2017;;;;;;Nota Padronizada;IFG;Física;Física (Licenciatura);2,6;2,2;2,8;4;2;3,8;3,5;3,5;5;0,55;0,9;-0,5;5,2;5,2;4,8;1;2;2,43
2017;;;;;;Nota Bruta;IFG;Física;Física (Licenciatura);2,6;2,2;2,8;4;2;3,8;3,5;3,5;5;0,55;0,9;-0,5;5,2;5,2;4,8;1;2;2,43
2017;;;;;;Nota Padronizada;IFG;Química;Química (Licenciatura);3;2,5;2,2;4,2;2,9;4;3,7;3,6;5;0,45;0,94;2;5,4;5,4;5;1;5;2,5
2017;;;;;;Nota Bruta;IFG;Química;Química (Licenciatura);3;2,5;2,2;4,2;2,9;4;3,7;3,6;5;0,45;0,94;2;5,4;5,4;5;1;5;2,5
2017;;;;;;Nota Padronizada;IFG;História;História (Licenciatura);3,2;3,4;3;4;3,1;1,4;1,9;1,6;5;0,6;0,9;1,5;4;4,8;4;1;1;3,2
2017;;;;;;Nota Bruta;IFG;História;História (Licenciatura);3,2;3,4;3;4;3,1;1,4;1,9;1,6;5;0,6;0,9;1,5;4;4,8;4;1;1;3,2
2017;;;;;;Nota Padronizada;IFG;Matemática;Matemática (Licenciatura);2,6;1,9;2;3,8;2,4;2,4;2,6;2,8;5;0,4;0,84;0;4,5;4,8;4,4;1;1;2,61
2017;;;;;;Nota Bruta;IFG;Matemática;Matemática (Licenciatura);2,6;1,9;2;3,8;2,4;2,4;2,6;2,8;5;0,4;0,84;0;4,5;4,8;4,4;1;1;2,61
2017;;;;;;Nota Padronizada;IFG;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,4;2,1;1,2;3;2,6;2,4;2;2,2;5;0,25;0,82;0;4,5;4,8;4;1;1;2,47
2017;;;;;;Nota Bruta;IFG;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,4;2,1;1,2;3;2,6;2,4;2;2,2;5;0,25;0,82;0;4,5;4,8;4;1;1;2,47
2017;;;;;;Nota Padronizada;IFG;Ciências Sociais;Ciências Sociais (Licenciatura);3,1;3,4;1,4;3,8;3,1;3,2;3,6;3,2;5;0,25;0,92;2,5;5;5,4;4,8;1;2;2,94
2017;;;;;;Nota Bruta;IFG;Ciências Sociais;Ciências Sociais (Licenciatura);3,1;3,4;1,4;3,8;3,1;3,2;3,6;3,2;5;0,25;0,92;2,5;5;5,4;4,8;1;2;2,94
2017;;;;;;Nota Padronizada;IFG;Música;Música (Licenciatura);2,3;1,4;1,4;3,4;2,2;2,6;2,8;2,1;5;0,25;0,82;-0,5;4,6;5;4,4;1;1;2,34
2017;;;;;;Nota Bruta;IFG;Música;Música (Licenciatura);2,3;1,4;1,4;3,4;2,2;2,6;2,8;2,1;5;0,25;0,82;-0,5;4,6;5;4,4;1;1;2,34
2017;;;;;;Nota Padronizada;IFG;Pedagogia;Pedagogia (Licenciatura);3,7;4,1;0,4;4,2;4,5;3,4;3,8;3,1;5;0,1;0,88;5;5,1;5,6;4,8;1;1;3,76
2017;;;;;;Nota Bruta;IFG;Pedagogia;Pedagogia (Licenciatura);3,7;4,1;0,4;4,2;4,5;3,4;3,8;3,1;5;0,1;0,88;5;5,1;5,6;4,8;1;1;3,76
2017;;;;;;Nota Padronizada;IFAM;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;2,7;3,2;0,4;3,6;2,7;2,6;2,9;2,4;5;0,1;0,8;0,5;4,6;4,8;4;1;1;2,79
2017;;;;;;Nota Bruta;IFAM;Análise e Desenvolvimento de Sistemas;Tecnologia em Análise e Desenvolvimento de Sistemas;2,7;3,2;0,4;3,6;2,7;2,6;2,9;2,4;5;0,1;0,8;0,5;4,6;4,8;4;1;1;2,79
2017;;;;;;Nota Padronizada;IFAM;Química;Química (Licenciatura);2,3;1,7;2,6;3,6;1,6;2,4;1,9;2,8;5;0,5;0,88;-2;4,5;4,8;4,6;1;1;2,31
2017;;;;;;Nota Bruta;IFAM;Química;Química (Licenciatura);2,3;1,7;2,6;3,6;1,6;2,4;1,9;2,8;5;0,5;0,88;-2;4,5;4,8;4,6;1;1;2,31
2017;;;;;;Nota Padronizada;IFAM;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,5;1,9;2,2;2,8;2,1;3,6;3,6;3,5;5;0,4;0,8;-1,5;5,1;5,4;5;1;1;2,6
2017;;;;;;Nota Bruta;IFAM;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,5;1,9;2,2;2,8;2,1;3,6;3,6;3,5;5;0,4;0,8;-1,5;5,1;5,4;5;1;1;2,6
2017;;;;;;Nota Padronizada;IFAM;Matemática;Matemática (Licenciatura);2,6;2,2;1,2;3,6;2,6;2,6;3,1;3,1;5;0,25;0,82;0,5;4,7;5;4,6;1;1;2,67
2017;;;;;;Nota Bruta;IFAM;Matemática;Matemática (Licenciatura);2,6;2,2;1,2;3,6;2,6;2,6;3,1;3,1;5;0,25;0,82;0,5;4,7;5;4,6;1;1;2,67
2017;;;;;;Nota Padronizada;IFPA;Química;Química (Licenciatura);2,5;2;1,8;3,6;1,9;3,2;3,3;3,5;5;0,35;0,88;-1,5;5;5,2;5;1;1;2,54
2017;;;;;;Nota Bruta;IFPA;Química;Química (Licenciatura);2,5;2;1,8;3,6;1,9;3,2;3,3;3,5;5;0,35;0,88;-1,5;5;5,2;5;1;1;2,54
2017;;;;;;Nota Padronizada;IFPA;Engenharia de Materiais;Engenharia;2,7;2;2,2;3,6;2,4;2,8;3,7;3;5;0,45;0,86;-0,5;4,7;5,2;4,6;1;1;2,77
2017;;;;;;Nota Bruta;IFPA;Engenharia de Materiais;Engenharia;2,7;2;2,2;3,6;2,4;2,8;3,7;3;5;0,45;0,86;-0,5;4,7;5,2;4,6;1;1;2,77
2017;;;;;;Nota Padronizada;IFPI;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,6;2,4;2;3,6;2,5;3;2,7;2,6;5;0,4;0,86;0;4,9;5;4,4;1;2;2,42
2017;;;;;;Nota Bruta;IFPI;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,6;2,4;2;3,6;2,5;3;2,7;2,6;5;0,4;0,86;0;4,9;5;4,4;1;2;2,42
2017;;;;;;Nota Padronizada;IFPI;Informática;Ciência da Computação (Licenciatura);2,5;2,8;0,2;3,4;2,6;2,4;2,6;2,6;5;0,05;0,82;-0,5;4,8;5;4,4;1;1;2,56
2017;;;;;;Nota Bruta;IFPI;Informática;Ciência da Computação (Licenciatura);2,5;2,8;0,2;3,4;2,6;2,4;2,6;2,6;5;0,05;0,82;-0,5;4,8;5;4,4;1;1;2,56
2017;;;;;;Nota Padronizada;IFPR;Educacao Fisica;Educação Física (Licenciatura);2,4;3,1;0;2,4;2,5;1,8;2,5;2,4;5;0;0,66;0;4,3;5;4,4;1;1;2,43
2017;;;;;;Nota Bruta;IFPR;Educacao Fisica;Educação Física (Licenciatura);2,4;3,1;0;2,4;2,5;1,8;2,5;2,4;5;0;0,66;0;4,3;5;4,4;1;1;2,43
2017;;;;;;Nota Padronizada;IFPR;Letras - Portugues-ingles e Respectivas Literaturas;Letras-Português e Inglês (Licenciatura);3,1;2,6;2,4;3,4;2,7;3,4;4,2;3,6;5;0,5;0,8;0,5;5,2;5,6;5;1;1;3,11
2017;;;;;;Nota Bruta;IFPR;Letras - Portugues-ingles e Respectivas Literaturas;Letras-Português e Inglês (Licenciatura);3,1;2,6;2,4;3,4;2,7;3,4;4,2;3,6;5;0,5;0,8;0,5;5,2;5,6;5;1;1;3,11
2017;;;;;;Nota Padronizada;IFPR;Ciencias Biologias;Ciências Biológicas (Licenciatura);2,9;2,2;2;4,2;2,6;3,4;3,7;3,8;5;0,4;0,94;0,5;5,1;5,4;5,2;1;1;2,95
2017;;;;;;Nota Bruta;IFPR;Ciencias Biologias;Ciências Biológicas (Licenciatura);2,9;2,2;2;4,2;2,6;3,4;3,7;3,8;5;0,4;0,94;0,5;5,1;5,4;5,2;1;1;2,95
2017;;;;;;Nota Padronizada;IFPR;Quimica;Química (Licenciatura);2,4;1,8;1,2;2,4;2,5;3;3,3;3,1;5;0,25;0,8;0,5;4,8;5,2;4,8;1;1;2,48
2017;;;;;;Nota Bruta;IFPR;Quimica;Química (Licenciatura);2,4;1,8;1,2;2,4;2,5;3;3,3;3,1;5;0,25;0,8;0,5;4,8;5,2;4,8;1;1;2,48
2017;;;;;;Nota Padronizada;IFPR;Artes Visuais;Artes Visuais (Licenciatura);2,1;0,7;0,4;3;1,8;3,8;4,4;4,1;5;0,1;0,76;-1,5;5,3;5,6;5,4;1;1;2,12
2017;;;;;;Nota Bruta;IFPR;Artes Visuais;Artes Visuais (Licenciatura);2,1;0,7;0,4;3;1,8;3,8;4,4;4,1;5;0,1;0,76;-1,5;5,3;5,6;5,4;1;1;2,12
2017;;;;;;Nota Padronizada;IFAL;Sistemas de Informação;Sistemas de Informação;2,3;2,1;1;3,4;2,3;1,4;1,6;2,5;5;0,2;0,8;-1;4;4,2;4;1;1;2,32
2017;;;;;;Nota Bruta;IFAL;Sistemas de Informação;Sistemas de Informação;2,3;2,1;1;3,4;2,3;1,4;1,6;2,5;5;0,2;0,8;-1;4;4,2;4;1;1;2,32
2017;;;;;;Nota Padronizada;IFAL;Matemática;Matemática (Licenciatura);2,3;1,4;1,2;3,6;2;2,4;3,3;3,3;5;0,25;0,82;-1,5;4,5;5,2;4,8;1;1;2,31
2017;;;;;;Nota Bruta;IFAL;Matemática;Matemática (Licenciatura);2,3;1,4;1,2;3,6;2;2,4;3,3;3,3;5;0,25;0,82;-1,5;4,5;5,2;4,8;1;1;2,31
2017;;;;;;Nota Padronizada;IFAL;Química;Química (Licenciatura);2,2;1,4;2,4;2,4;1,8;2;2,1;2,6;5;0,5;0,8;-1,5;4,3;4,8;4,4;1;1;2,22
