Ano;nomeUnidade;nomeUnidadeRecente;Sigla;Região;Estado;Tipo;siglaIES;Nome do Curso;nomeArea;gNP_CPC Contínuo;gNP_Enade;gNP_DocentesDoutores;gNP_DocentesMestres;gNP_IDD;gNP_Infraestrutura;gNP_OrgDidaticoPedagogica;gNP_OportunidadesAmpliacaoFormacao;gNP_RegimeTrabalho;gNB_DocentesDoutores;gNB_DocentesMestres;gNB_IDD;gNB_Infraestrutura;gNB_OrgDidaticoPedagogica;gNB_OportunidadesAmpliacaoFormacao;gNB_RegimeTrabalho;Cursos;Medida CPC
2019;Campus Xapuri;Campus Xapuri;IFAC;Norte;Acre;Nota Padronizada;IFAC;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,2;0,1;1,6;3,2;2,6;2,6;3;3,6;5;0,35;0,76;-1;5;5,2;5;1;1;2,3
2019;Campus Xapuri;Campus Xapuri;IFAC;Norte;Acre;Nota Bruta;IFAC;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,2;0,1;1,6;3,2;2,6;2,6;3;3,6;5;0,35;0,76;-1;5;5,2;5;1;1;2,3
2019;Campus Bambuí;Campus Bambuí;IFMG;Sudeste;Minas Gerais;Nota Padronizada;IFMG;Engenharia de Computação;Engenharia da Computação;2,5;2,1;1,4;2,4;2,3;3,6;2,8;3;5;0,3;0,78;-0,5;5,3;4,8;4,4;1;1;2,51
2019;Campus Bambuí;Campus Bambuí;IFMG;Sudeste;Minas Gerais;Nota Bruta;IFMG;Engenharia de Computação;Engenharia da Computação;2,5;2,1;1,4;2,4;2,3;3,6;2,8;3;5;0,3;0,78;-0,5;5,3;4,8;4,4;1;1;2,51
2019;Campus Barreiras;Campus Barreiras;IFBA;Nordeste;Bahia;Nota Padronizada;IFBA;Engenharia de Alimentos;Engenharia de Alimentos;2,5;2,8;0;1;3,2;1,4;2,3;2,4;5;0,2;0,86;1,5;4,4;5;4,6;1;1;2,5
2019;Campus Barreiras;Campus Barreiras;IFBA;Nordeste;Bahia;Nota Bruta;IFBA;Engenharia de Alimentos;Engenharia de Alimentos;2,5;2,8;0;1;3,2;1,4;2,3;2,4;5;0,2;0,86;1,5;4,4;5;4,6;1;1;2,5
2016;Campus Bragança;Campus Bragança;IFPA;Norte;Pará;Nota Padronizada;IFPA;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,5;1,9;1;3,6;2,5;2;2,8;2;5;0,2;0,82;0;4,5;5,2;3,8;1;1;2,5
2016;Campus Bragança;Campus Bragança;IFPA;Norte;Pará;Nota Bruta;IFPA;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,5;1,9;1;3,6;2,5;2;2,8;2;5;0,2;0,82;0;4,5;5,2;3,8;1;1;2,5
2019;Campus Bragança;Campus Bragança;IFPA;Norte;Pará;Nota Padronizada;IFPA;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,6;2;1,6;3,8;2,8;1,8;2,9;2,4;5;0,3;0,84;-0,5;4,6;5,2;4,2;1;1;2,69
2019;Campus Bragança;Campus Bragança;IFPA;Norte;Pará;Nota Bruta;IFPA;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,6;2;1,6;3,8;2,8;1,8;2,9;2,4;5;0,3;0,84;-0,5;4,6;5,2;4,2;1;1;2,69
2017;Campus Cáceres;Campus Cáceres;IFMT;Centro-Oeste;Mato Grosso;Nota Padronizada;IFMT;Engenharia Florestal;Engenharia Florestal;2,4;2,4;1,4;0,6;2,7;2,4;2,2;3;5;0,35;0,76;-0,5;4,7;4,8;4,8;1;1;2,47
2017;Campus Cáceres;Campus Cáceres;IFMT;Centro-Oeste;Mato Grosso;Nota Bruta;IFMT;Engenharia Florestal;Engenharia Florestal;2,4;2,4;1,4;0,6;2,7;2,4;2,2;3;5;0,35;0,76;-0,5;4,7;4,8;4,8;1;1;2,47
2019;Campus Codó;Campus Codó;IFMA;Nordeste;Maranhão;Nota Padronizada;IFMA;Agronomia;Agronomia;2,5;2,1;1,2;3,6;2,4;2,2;2,3;2,1;5;0,25;0,92;-0,5;4,6;5;4,4;1;1;2,51
2019;Campus Codó;Campus Codó;IFMA;Nordeste;Maranhão;Nota Bruta;IFMA;Agronomia;Agronomia;2,5;2,1;1,2;3,6;2,4;2,2;2,3;2,1;5;0,25;0,92;-0,5;4,6;5;4,4;1;1;2,51
2017;Campus Colatina;Campus Colatina;IFES;Sudeste;Espírito Santo;Nota Padronizada;IFES;Arquitetura e Urbanismo;Arquitetura e Urbanismo;2,9;3;1,6;3,6;2,2;4,2;4;3,3;5;0,3;0,84;-0,5;5,5;5,6;4,8;1;1;2,91
2017;Campus Colatina;Campus Colatina;IFES;Sudeste;Espírito Santo;Nota Bruta;IFES;Arquitetura e Urbanismo;Arquitetura e Urbanismo;2,9;3;1,6;3,6;2,2;4,2;4;3,3;5;0,3;0,84;-0,5;5,5;5,6;4,8;1;1;2,91
2019;Campus Conceição do Araguaia;Campus Conceição do Araguaia;IFPA;Norte;Pará;Nota Padronizada;IFPA;Agronomia;Agronomia;2,3;2,4;0,8;2,4;2,6;1,4;1,3;1,5;5;0,15;0,84;-0,5;4,2;4,6;4;1;1;2,32
2019;Campus Conceição do Araguaia;Campus Conceição do Araguaia;IFPA;Norte;Pará;Nota Bruta;IFPA;Agronomia;Agronomia;2,3;2,4;0,8;2,4;2,6;1,4;1,3;1,5;5;0,15;0,84;-0,5;4,2;4,6;4;1;1;2,32
2019;Campus Concórdia;Campus Concórdia;IFC;Sul;Santa Catarina;Nota Padronizada;IF Catarinense;Engenharia de Alimentos;Engenharia de Alimentos;2,1;1,3;2,8;3,2;1,2;2,8;2,6;1,5;5;0,65;0,94;-3;5,1;5,2;4;1;1;2,14
2019;Campus Concórdia;Campus Concórdia;IFC;Sul;Santa Catarina;Nota Bruta;IF Catarinense;Engenharia de Alimentos;Engenharia de Alimentos;2,1;1,3;2,8;3,2;1,2;2,8;2,6;1,5;5;0,65;0,94;-3;5,1;5,2;4;1;1;2,14
2016;Campus Corrente;Campus Corrente;IFPI;Nordeste;Piauí;Nota Padronizada;IFPI;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,1;1;0,2;0,2;2,4;3,8;3,7;4,2;5;0,05;0,38;-0,5;5,5;5,4;5,4;1;1;2,12
2016;Campus Corrente;Campus Corrente;IFPI;Nordeste;Piauí;Nota Bruta;IFPI;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,1;1;0,2;0,2;2,4;3,8;3,7;4,2;5;0,05;0,38;-0,5;5,5;5,4;5,4;1;1;2,12
2019;Campus Corrente;Campus Corrente;IFPI;Nordeste;Piauí;Nota Padronizada;IFPI;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,8;2,8;0,4;1,8;3,6;2,8;2,5;2;5;0,1;0,54;1,5;5,1;5;4;1;1;2,85
2019;Campus Corrente;Campus Corrente;IFPI;Nordeste;Piauí;Nota Bruta;IFPI;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,8;2,8;0,4;1,8;3,6;2,8;2,5;2;5;0,1;0,54;1,5;5,1;5;4;1;1;2,85
2016;Campus Crateús;Campus Crateús;IFCE;Nordeste;Ceará;Nota Padronizada;IFCE;Zootecnia;Zootecnia;2,4;2;0,8;2,6;2,3;3,6;3,2;3,3;5;0,3;0,86;-1;5,3;5,4;5;1;1;2,46
2016;Campus Crateús;Campus Crateús;IFCE;Nordeste;Ceará;Nota Bruta;IFCE;Zootecnia;Zootecnia;2,4;2;0,8;2,6;2,3;3,6;3,2;3,3;5;0,3;0,86;-1;5,3;5,4;5;1;1;2,46
2017;Campus Cuiabá;Campus Cuiabá;IFMT;Centro-Oeste;Mato Grosso;Nota Padronizada;IFMT;Engenharia de Controle e Automação;Engenharia de Controle e Automação;2,3;2,2;1,8;1,6;2,6;0,6;1,5;1,8;5;0,4;0,74;0;3,5;4,2;3,2;1;1;2,4
2017;Campus Cuiabá;Campus Cuiabá;IFMT;Centro-Oeste;Mato Grosso;Nota Bruta;IFMT;Engenharia de Controle e Automação;Engenharia de Controle e Automação;2,3;2,2;1,8;1,6;2,6;0,6;1,5;1,8;5;0,4;0,74;0;3,5;4,2;3,2;1;1;2,4
2019;Campus Cuiabá;Campus Cuiabá;IFMT;Centro-Oeste;Mato Grosso;Nota Padronizada;IFMT;Engenharia de Computação;Engenharia da Computação;2,4;1,6;2,8;2,4;1,2;4,4;4,9;4,8;5;0,55;0,78;-3;5,7;5,8;5,8;1;1;2,49
2019;Campus Cuiabá;Campus Cuiabá;IFMT;Centro-Oeste;Mato Grosso;Nota Bruta;IFMT;Engenharia de Computação;Engenharia da Computação;2,4;1,6;2,8;2,4;1,2;4,4;4,9;4,8;5;0,55;0,78;-3;5,7;5,8;5,8;1;1;2,49
2017;Campus Formosa;Campus Formosa;IFG;Centro-Oeste;Goiás;Nota Padronizada;IFG;Engenharia Civil;Engenharia Civil;2,5;2,9;1;4,4;1,9;2,2;2,5;3,3;5;0,2;0,92;-1;4,5;4,8;4,8;1;1;2,53
2017;Campus Formosa;Campus Formosa;IFG;Centro-Oeste;Goiás;Nota Bruta;IFG;Engenharia Civil;Engenharia Civil;2,5;2,9;1;4,4;1,9;2,2;2,5;3,3;5;0,2;0,92;-1;4,5;4,8;4,8;1;1;2,53
2017;Campus Fortaleza;Campus Fortaleza;IFCE;Nordeste;Ceará;Nota Padronizada;IFCE;Engenharia Civil;Engenharia Civil;2,9;3,2;2,4;3,8;2,1;3,2;2,8;2,7;5;0,5;0,86;-0,5;5;4,8;4,2;1;1;2,9
2017;Campus Fortaleza;Campus Fortaleza;IFCE;Nordeste;Ceará;Nota Bruta;IFCE;Engenharia Civil;Engenharia Civil;2,9;3,2;2,4;3,8;2,1;3,2;2,8;2,7;5;0,5;0,86;-0,5;5;4,8;4,2;1;1;2,9
2019;Campus Imperatriz;Campus Imperatriz;IFMA;Nordeste;Maranhão;Nota Padronizada;IFMA;Engenharia Elétrica;Engenharia Elétrica;2,3;2,2;1,6;3;2;2;2,3;2,5;5;0,3;0,84;-1,5;4,5;4,6;4;1;1;2,39
2019;Campus Imperatriz;Campus Imperatriz;IFMA;Nordeste;Maranhão;Nota Bruta;IFMA;Engenharia Elétrica;Engenharia Elétrica;2,3;2,2;1,6;3;2;2;2,3;2,5;5;0,3;0,84;-1,5;4,5;4,6;4;1;1;2,39
2017;Campus Inconfidentes;Campus Inconfidentes;IFSULDEMINAS;Sudeste;Minas Gerais;Nota Padronizada;IF SUL DE MINAS;Engenharia de Alimentos;Engenharia de Alimentos;2,7;3,3;1,8;2,6;2;3,2;3,5;3,1;5;0,45;0,9;0,5;5;5,2;5;1;1;2,78
2017;Campus Inconfidentes;Campus Inconfidentes;IFSULDEMINAS;Sudeste;Minas Gerais;Nota Bruta;IF SUL DE MINAS;Engenharia de Alimentos;Engenharia de Alimentos;2,7;3,3;1,8;2,6;2;3,2;3,5;3,1;5;0,45;0,9;0,5;5;5,2;5;1;1;2,78
2019;Campus Laranjal do Jari;Campus Laranjal do Jari;IFAP;Norte;Amapá;Nota Padronizada;IFAP;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,8;2,2;1,4;4;2,8;3,2;3,5;3,5;5;0,25;0,86;-0,5;5,2;5,4;5;1;1;2,88
2019;Campus Laranjal do Jari;Campus Laranjal do Jari;IFAP;Norte;Amapá;Nota Bruta;IFAP;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,8;2,2;1,4;4;2,8;3,2;3,5;3,5;5;0,25;0,86;-0,5;5,2;5,4;5;1;1;2,88
2017;Campus Montes Claros;Campus Montes Claros;IFNMG;Sudeste;Minas Gerais;Nota Padronizada;IFNMG;Engenharia Química;Engenharia Química;2,7;2,9;0,8;2;3,2;2,6;2,7;1,9;5;0,15;0,86;0,5;4,8;4,6;4,2;1;1;2,79
2017;Campus Montes Claros;Campus Montes Claros;IFNMG;Sudeste;Minas Gerais;Nota Bruta;IFNMG;Engenharia Química;Engenharia Química;2,7;2,9;0,8;2;3,2;2,6;2,7;1,9;5;0,15;0,86;0,5;4,8;4,6;4,2;1;1;2,79
2019;Campus Palmas;Campus Palmas;IFTO;Norte;Tocantins;Nota Padronizada;IFTO;Engenharia Civil;Engenharia Civil;2,9;3,7;1,6;3,2;2,6;2,6;2,1;2,9;5;0,3;0,8;0;4,7;4,6;4,4;1;1;2,93
2019;Campus Palmas;Campus Palmas;IFTO;Norte;Tocantins;Nota Bruta;IFTO;Engenharia Civil;Engenharia Civil;2,9;3,7;1,6;3,2;2,6;2,6;2,1;2,9;5;0,3;0,8;0;4,7;4,6;4,4;1;1;2,93
2016;Campus Pelotas Visconde da Graça;Campus Pelotas Visconde da Graça;IFSUL;Sul;Rio Grande do Sul;Nota Padronizada;IFSul;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,4;1,7;1,4;4,4;2,2;2,6;2,7;3,3;5;0,25;0,92;-1;4,9;5,2;4,6;1;1;2,49
2016;Campus Pelotas Visconde da Graça;Campus Pelotas Visconde da Graça;IFSUL;Sul;Rio Grande do Sul;Nota Bruta;IFSul;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,4;1,7;1,4;4,4;2,2;2,6;2,7;3,3;5;0,25;0,92;-1;4,9;5,2;4,6;1;1;2,49
2019;Campus Pesqueira;Campus Pesqueira;IFPE;Nordeste;Pernambuco;Nota Padronizada;IFPE;Enfermagem;Enfermagem;2,7;3,1;1,4;1,8;2,5;3,4;3,3;3;5;0,25;0,62;0;5,2;5,4;4,6;1;1;2,77
2019;Campus Pesqueira;Campus Pesqueira;IFPE;Nordeste;Pernambuco;Nota Bruta;IFPE;Enfermagem;Enfermagem;2,7;3,1;1,4;1,8;2,5;3,4;3,3;3;5;0,25;0,62;0;5,2;5,4;4,6;1;1;2,77
2019;Campus Poços de Caldas;Campus Poços de Caldas;IFSULDEMINAS;Sudeste;Minas Gerais;Nota Padronizada;IF SUL DE MINAS;Engenharia de Computação;Engenharia da Computação;2,8;2,3;2,8;5;2;3,6;2,9;3,9;5;0,55;1;-1;5,3;5;5;1;1;2,89
2019;Campus Poços de Caldas;Campus Poços de Caldas;IFSULDEMINAS;Sudeste;Minas Gerais;Nota Bruta;IF SUL DE MINAS;Engenharia de Computação;Engenharia da Computação;2,8;2,3;2,8;5;2;3,6;2,9;3,9;5;0,55;1;-1;5,3;5;5;1;1;2,89
2016;Campus Ponta Porã;Campus Ponta Porã;IFMS;Centro-Oeste;Mato Grosso do Sul;Nota Padronizada;IFMS;Gestão do Agronegócio;Tecnologia em Agronegócios;2,8;2,2;2,2;4,2;2,4;2,2;3,1;3,4;5;0,3;0,88;-0,5;5,1;5,4;4,8;1;1;2,8
2016;Campus Ponta Porã;Campus Ponta Porã;IFMS;Centro-Oeste;Mato Grosso do Sul;Nota Bruta;IFMS;Gestão do Agronegócio;Tecnologia em Agronegócios;2,8;2,2;2,2;4,2;2,4;2,2;3,1;3,4;5;0,3;0,88;-0,5;5,1;5,4;4,8;1;1;2,8
2019;Campus Ponta Porã;Campus Ponta Porã;IFMS;Centro-Oeste;Mato Grosso do Sul;Nota Padronizada;IFMS;Gestão do Agronegócio;Tecnologia em Agronegócios;2;1,9;0,4;3,4;2;1,8;1,3;1,8;5;0,15;0,8;-1;4,8;4,8;4,4;1;1;2,06
2019;Campus Ponta Porã;Campus Ponta Porã;IFMS;Centro-Oeste;Mato Grosso do Sul;Nota Bruta;IFMS;Gestão do Agronegócio;Tecnologia em Agronegócios;2;1,9;0,4;3,4;2;1,8;1,3;1,8;5;0,15;0,8;-1;4,8;4,8;4,4;1;1;2,06
2016;Campus Princesa Isabel;Campus Princesa Isabel;IFPB;Nordeste;Paraíba;Nota Padronizada;IFPB;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,3;1,8;1;2,6;2,6;2,2;2,5;3,4;5;0,2;0,68;0;4,6;5;4,8;1;1;2,39
2016;Campus Princesa Isabel;Campus Princesa Isabel;IFPB;Nordeste;Paraíba;Nota Bruta;IFPB;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,3;1,8;1;2,6;2,6;2,2;2,5;3,4;5;0,2;0,68;0;4,6;5;4,8;1;1;2,39
2019;Campus Princesa Isabel;Campus Princesa Isabel;IFPB;Nordeste;Paraíba;Nota Padronizada;IFPB;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,8;2,1;1,6;3,4;3;3;2,6;3;5;0,3;0,76;0;5,1;5;4,6;1;1;2,82
2019;Campus Princesa Isabel;Campus Princesa Isabel;IFPB;Nordeste;Paraíba;Nota Bruta;IFPB;Gestão Ambiental;Tecnologia em Gestão Ambiental;2,8;2,1;1,6;3,4;3;3;2,6;3;5;0,3;0,76;0;5,1;5;4,6;1;1;2,82
2016;Campus Recife;Campus Recife;IFPE;Nordeste;Pernambuco;Nota Padronizada;IFPE;Radiologia;Tecnologia em Radiologia;2,5;2,9;2;2,8;2,4;1;0,5;2,2;5;0,4;0,76;0;4,1;4,6;4,2;1;1;2,51
2016;Campus Recife;Campus Recife;IFPE;Nordeste;Pernambuco;Nota Bruta;IFPE;Radiologia;Tecnologia em Radiologia;2,5;2,9;2;2,8;2,4;1;0,5;2,2;5;0,4;0,76;0;4,1;4,6;4,2;1;1;2,51
2017;Campus Salinas;Campus Salinas;IFNMG;Sudeste;Minas Gerais;Nota Padronizada;IFNMG;Engenharia Florestal;Engenharia Florestal;2,6;2;2,6;1,8;2,5;2,4;2,9;2,2;5;0,55;0,82;-0,5;4,7;5;4,4;1;1;2,62
2017;Campus Salinas;Campus Salinas;IFNMG;Sudeste;Minas Gerais;Nota Bruta;IFNMG;Engenharia Florestal;Engenharia Florestal;2,6;2;2,6;1,8;2,5;2,4;2,9;2,2;5;0,55;0,82;-0,5;4,7;5;4,4;1;1;2,62
2017;Campus Salinas;Campus Salinas;IFNMG;Sudeste;Minas Gerais;Nota Padronizada;IFNMG;Engenharia de Alimentos;Engenharia de Alimentos;2,3;2,3;1,8;2,6;1,8;2,8;2,5;2,8;5;0,4;0,9;-0,5;4,7;4,8;4,8;1;1;2,37
2017;Campus Salinas;Campus Salinas;IFNMG;Sudeste;Minas Gerais;Nota Bruta;IFNMG;Engenharia de Alimentos;Engenharia de Alimentos;2,3;2,3;1,8;2,6;1,8;2,8;2,5;2,8;5;0,4;0,9;-0,5;4,7;4,8;4,8;1;1;2,37
2019;Campus Santa Inês;Campus Santa Inês;IFBaiano;Nordeste;Bahia;Nota Padronizada;IFBAIANO;Zootecnia;Zootecnia;2,6;1,3;1,8;3,4;2,7;3,2;2,9;3,1;5;0,55;0,94;0;5,1;5,2;5;1;1;2,62
2019;Campus Santa Inês;Campus Santa Inês;IFBaiano;Nordeste;Bahia;Nota Bruta;IFBAIANO;Zootecnia;Zootecnia;2,6;1,3;1,8;3,4;2,7;3,2;2,9;3,1;5;0,55;0,94;0;5,1;5,2;5;1;1;2,62
2019;Campus São João da Boa Vista;Campus São João da Boa Vista;IFSP;Sudeste;São Paulo;Nota Padronizada;IFSP;Engenharia de Controle e Automação;Engenharia de Controle e Automação;2,9;2,4;2,6;3,6;2,5;3;2,9;3;5;0,55;0,88;-0,5;5,1;5;4,4;1;1;2,93
2019;Campus São João da Boa Vista;Campus São João da Boa Vista;IFSP;Sudeste;São Paulo;Nota Bruta;IFSP;Engenharia de Controle e Automação;Engenharia de Controle e Automação;2,9;2,4;2,6;3,6;2,5;3;2,9;3;5;0,55;0,88;-0,5;5,1;5;4,4;1;1;2,93
2017;Campus São Paulo;Campus São Paulo;IFSP;Sudeste;São Paulo;Nota Padronizada;IFSP;Engenharia Eletrônica;Engenharia Elétrica;2,8;2,6;2,4;4,8;2,3;2;2,9;3,7;5;0,5;0,98;-0,5;4,4;4,8;5;1;1;2,88
2017;Campus São Paulo;Campus São Paulo;IFSP;Sudeste;São Paulo;Nota Bruta;IFSP;Engenharia Eletrônica;Engenharia Elétrica;2,8;2,6;2,4;4,8;2,3;2;2,9;3,7;5;0,5;0,98;-0,5;4,4;4,8;5;1;1;2,88
2019;Campus Sena Madureira;Campus Sena Madureira;IFAC;Norte;Acre;Nota Padronizada;IFAC;Zootecnia;Zootecnia;2,3;0,5;2,8;5;1,8;2;3;3,6;5;0,7;1;-1,5;4,6;5,2;5,2;1;1;2,37
2019;Campus Sena Madureira;Campus Sena Madureira;IFAC;Norte;Acre;Nota Bruta;IFAC;Zootecnia;Zootecnia;2,3;0,5;2,8;5;1,8;2;3;3,6;5;0,7;1;-1,5;4,6;5,2;5,2;1;1;2,37
2019;Campus Ibirubá;Campus Ibirubá;IFRS;Sul;Rio Grande do Sul;Nota Padronizada;IFRS;Engenharia Mecânica;Engenharia Mecânica;2,6;2,1;1;3,8;2,4;3,4;3,6;3,8;5;0,2;0,9;0,5;5,2;5,2;5;1;1;2,68
2019;Campus Ibirubá;Campus Ibirubá;IFRS;Sul;Rio Grande do Sul;Nota Bruta;IFRS;Engenharia Mecânica;Engenharia Mecânica;2,6;2,1;1;3,8;2,4;3,4;3,6;3,8;5;0,2;0,9;0,5;5,2;5,2;5;1;1;2,68
2019;Uned Nova Iguaçu;Uned Nova Iguaçu;CEFET-RJ;Sudeste;Rio de Janeiro;Nota Padronizada;CEFET/RJ;Engenharia Mecânica;Engenharia Mecânica;2,8;3,2;2,6;4,2;2,2;1,8;1,9;2,9;5;0,5;0,94;0;4,4;4,4;4,4;1;1;2,87
2019;Uned Nova Iguaçu;Uned Nova Iguaçu;CEFET-RJ;Sudeste;Rio de Janeiro;Nota Bruta;CEFET/RJ;Engenharia Mecânica;Engenharia Mecânica;2,8;3,2;2,6;4,2;2,2;1,8;1,9;2,9;5;0,5;0,94;0;4,4;4,4;4,4;1;1;2,87
2015;;;;;;Nota Padronizada;IFMA;Administração;Administração;2;2,9;0,4;1,6;1,7;1,4;1,4;2,5;5;0,05;0,4;-1,5;4;4,6;4,2;1;1;2,03
2015;;;;;;Nota Bruta;IFMA;Administração;Administração;2;2,9;0,4;1,6;1,7;1,4;1,4;2,5;5;0,05;0,4;-1,5;4;4,6;4,2;1;1;2,03
2015;;;;;;Nota Padronizada;IFPB;Gestão Comercial;Tecnologia em Gestão Comercial;2,6;2,5;0,2;3,2;2,8;3,2;3,4;2,4;5;0,05;0,74;-0,5;5,2;5,4;4,4;1;1;2,65
2015;;;;;;Nota Bruta;IFPB;Gestão Comercial;Tecnologia em Gestão Comercial;2,6;2,5;0,2;3,2;2,8;3,2;3,4;2,4;5;0,05;0,74;-0,5;5,2;5,4;4,4;1;1;2,65
2015;;;;;;Nota Padronizada;IFCE;Gastronomia;Tecnologia em Gastronomia;2,1;2;0,2;2,8;2,2;2,6;2;2,6;5;0,05;0,66;-1;4,7;4,8;4,4;1;1;2,19
2015;;;;;;Nota Bruta;IFCE;Gastronomia;Tecnologia em Gastronomia;2,1;2;0,2;2,8;2,2;2,6;2;2,6;5;0,05;0,66;-1;4,7;4,8;4,4;1;1;2,19
2015;;;;;;Nota Padronizada;IFPI;Gastronomia;Tecnologia em Gastronomia;2,6;2,8;2;3,4;2,5;2,4;3,1;2,7;5;0,3;0,76;0;4,7;5,2;4,4;1;2;2,43
2015;;;;;;Nota Bruta;IFPI;Gastronomia;Tecnologia em Gastronomia;2,6;2,8;2;3,4;2,5;2,4;3,1;2,7;5;0,3;0,76;0;4,7;5,2;4,4;1;2;2,43
2017;;;;;;Nota Padronizada;IFBA;Computação;Ciência da Computação (Licenciatura);2,8;3,9;1,8;3,8;3;1;1,1;2;5;0,35;0,84;0,5;4,1;4,4;4;1;3;2,39
2017;;;;;;Nota Bruta;IFBA;Computação;Ciência da Computação (Licenciatura);2,8;3,9;1,8;3,8;3;1;1,1;2;5;0,35;0,84;0,5;4,1;4,4;4;1;3;2,39
2017;;;;;;Nota Padronizada;IFMA;Artes Visuais;Artes Visuais (Licenciatura);1,9;2,3;0,4;3;1,6;1;1,8;2,1;5;0,05;0,76;-2;3,8;4,6;4,2;1;1;1,97
2017;;;;;;Nota Bruta;IFMA;Artes Visuais;Artes Visuais (Licenciatura);1,9;2,3;0,4;3;1,6;1;1,8;2,1;5;0,05;0,76;-2;3,8;4,6;4,2;1;1;1,97
2017;;;;;;Nota Padronizada;IFMA;Química;Química (Licenciatura);2,8;2,5;3,8;3,6;2,2;3,4;3,1;3,5;5;0,75;0,88;-0,5;5,1;5,2;5;1;6;2,26
2017;;;;;;Nota Bruta;IFMA;Química;Química (Licenciatura);2,8;2,5;3,8;3,6;2,2;3,4;3,1;3,5;5;0,75;0,88;-0,5;5,1;5,2;5;1;6;2,26
2017;;;;;;Nota Padronizada;IFMA;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,4;1,9;1;5;2,4;3,8;4,3;4;5;0,2;1;-0,5;5,3;5,6;5,2;1;5;1,99
2017;;;;;;Nota Bruta;IFMA;Ciências Biológicas;Ciências Biológicas (Licenciatura);2,4;1,9;1;5;2,4;3,8;4,3;4;5;0,2;1;-0,5;5,3;5,6;5,2;1;5;1,99
2017;;;;;;Nota Padronizada;IFMA;Física;Física (Licenciatura);2,6;2,5;3,4;3,8;2,1;3,6;4,2;3,9;5;0,7;0,88;-0,5;5,2;5,6;5,2;1;4;2,37
2017;;;;;;Nota Bruta;IFMA;Física;Física (Licenciatura);2,6;2,5;3,4;3,8;2,1;3,6;4,2;3,9;5;0,7;0,88;-0,5;5,2;5,6;5,2;1;4;2,37
2017;;;;;;Nota Padronizada;IFMA;Ciência da Computação;Ciência da Computação (Bacharelado);2,7;2,5;0,4;2,4;2,8;4,4;4,3;4,4;5;0,05;0,72;0,5;5,6;5,6;5,4;1;2;2,17
2017;;;;;;Nota Bruta;IFMA;Ciência da Computação;Ciência da Computação (Bacharelado);2,7;2,5;0,4;2,4;2,8;4,4;4,3;4,4;5;0,05;0,72;0,5;5,6;5,6;5,4;1;2;2,17
2017;;;;;;Nota Padronizada;IFRN;Química;Química (Licenciatura);2,4;1,8;1,4;4,4;2,5;4,4;3,8;4;5;0,3;0,94;0,5;5,6;5,4;5,4;1;4;2,36
2017;;;;;;Nota Bruta;IFRN;Química;Química (Licenciatura);2,4;1,8;1,4;4,4;2,5;4,4;3,8;4;5;0,3;0,94;0,5;5,6;5,4;5,4;1;4;2,36
2017;;;;;;Nota Padronizada;IFRN;Biologia;Ciências Biológicas (Licenciatura);2,5;2;1,6;2,6;2,3;3,6;3,2;3,4;5;0,3;0,78;-1;5,2;5,2;4,8;1;1;2,55
2017;;;;;;Nota Bruta;IFRN;Biologia;Ciências Biológicas (Licenciatura);2,5;2;1,6;2,6;2,3;3,6;3,2;3,4;5;0,3;0,78;-1;5,2;5,2;4,8;1;1;2,55
2017;;;;;;Nota Padronizada;IFRN;Física;Física (Licenciatura);3,4;2,6;2,8;5;4,3;4,2;4,1;4,2;5;0,55;1;8;5,5;5,4;5,4;1;4;3,1
2017;;;;;;Nota Bruta;IFRN;Física;Física (Licenciatura);3,4;2,6;2,8;5;4,3;4,2;4,1;4,2;5;0,55;1;8;5,5;5,4;5,4;1;4;3,1
2017;;;;;;Nota Padronizada;IFRN;Matemática;Matemática (Licenciatura);3,4;3,2;2;4,6;3,4;4,2;3,9;4,2;5;0,4;0,94;3;5,6;5,4;5,4;1;3;2,86
2017;;;;;;Nota Bruta;IFRN;Matemática;Matemática (Licenciatura);3,4;3,2;2;4,6;3,4;4,2;3,9;4,2;5;0,4;0,94;3;5,6;5,4;5,4;1;3;2,86
2017;;;;;;Nota Padronizada;IFPB;Química;Química (Licenciatura);2,6;2,5;2,4;4;2,7;3,4;3,4;3,9;5;0,5;0,92;1;5,1;5,4;5,2;1;2;2,19
2017;;;;;;Nota Bruta;IFPB;Química;Química (Licenciatura);2,6;2,5;2,4;4;2,7;3,4;3,4;3,9;5;0,5;0,92;1;5,1;5,4;5,2;1;2;2,19
